CNPJ;DENOM_SOCIAL;DENOM_COMERC;DT_REG;DT_CANCEL;MOTIVO_CANCEL;SIT;DT_INI_SIT;CONTROLE_ACIONARIO;TP_ENDER;LOGRADOURO;COMPL;BAIRRO;MUN;UF;CEP;DDD;TEL;EMAIL;SITE_ADMIN
30.038.003/0001-85;GOW CAPITAL GESTÃO DE RECURSOS E CONSULTORIA LTDA.;GOW CAPITAL;2018-07-10;;;EM FUNCIONAMENTO NORMAL;2018-07-10;PRIVADO;SEDE;AV. PRES. JUSCELINO KUBITSCHEK,  1726/CJ 81;;ITAIM BIBI;SÃO PAULO;SP;4543000;11;30446445;contato@gowcapital.com;
08.925.716/0001-01;GPR PLANEJAMENTO E CONSULTORIA DE INVESTIMENTOS LTDA.;DIVERSINVEST;2007-10-04;;;EM FUNCIONAMENTO NORMAL;2007-10-04;PRIVADO;SEDE;RUA PADRE ANCHIETA, 263;263;MERCES;CURITIBA;PR;80410030;041;40638938;raul.ribas@diversinvest.com.br;www.diversinvest.com.br
03.356.267/0001-04;GPS PLANEJAMENTO FINANCEIRO LTDA;GPS PLANEJAMENTO FINANCEIRO LTDA;2007-08-17;2019-02-28;CANCELAMENTO A PEDIDO;CANCELADA;2019-02-28;PRIVADO;SEDE;RUA ELVIRA FERRAZ, 68;10 ANDAR, SALA 02;VILA OLIMPIA;SÃO PAULO;SP;4552040;11;21612410;jan.karsten@gpsbr.com;
10.564.936/0001-07;GR CONSULTORIA DE INVESTIMENTOS SEGUROS E RESSEGUROS LTDA;--;2009-05-20;2017-09-28;CANCELAMENTO A PEDIDO;CANCELADA;2017-09-28;PRIVADO;SEDE;AV. DAS AMERICAS, 500;BL. 16, SL. 234;BARRA DA TIJUCA;RIO DE JANEIRO;RJ;22640100;;;marcelle.colnago@latitudegf.com.br;
19.559.660/0001-35;GRCB QUARK CONSULTORIA DE VALORES MOBILIARIOS LTDA;GRCB CAPITAL;2014-06-26;;;EM FUNCIONAMENTO NORMAL;2014-06-26;PRIVADO;SEDE;RUA GEORGE OHM, 206;CJ 91 TORRE A;CIDADE MONÇÕES;SÃO PAULO;SP;4576020;11;25004699;gustavo@gcbinvestimentos.com;www.grcbcapital.com.br
09.030.121/0001-50;GSNB INVESTIMENTOS S.A.;CONSULTOR;2013-02-04;2018-01-11;CANCELAMENTO A PEDIDO;CANCELADA;2018-01-11;PRIVADO;SEDE;PRAIA DE BOTAFOGO, 440;6º ANDAR -PARTE;BOTAFOGO;RIO DE JANEIRO;RJ;22250908;21;37971000;juridico@mhftinvestimentos.com.br;www.positiva cctvm.com.br
03.271.868/0001-14;GUIAINVEST CONSULTORIA DE INVESTIMENTOS LTDA;GUIAINVEST WEALTH;2021-09-21;;;EM FUNCIONAMENTO NORMAL;2021-09-21;PRIVADO;SEDE;RUA URUGUAI, Nº 122;SALA 03, BOX 244;CENTRO;ITAJAÍ;SC;88302200;51;984125700;financeiro@guiainvest.com.br;https://site.guiainvest.com.br/
14.007.908/0001-31;GUIDE LIFE CONSULTORIA E CORRETORA DE SEGUROS LTDA.;GUIDE LIFE CONSULTORIA E CORRETORA DE SEGUROS;2016-08-04;;;EM FUNCIONAMENTO NORMAL;2016-08-04;PRIVADO;SEDE;AV FARIA LIMA 3064;12 ANDAR;ITAIM BIBI;SÃO PAULO;SP;1451011;11;35766921;grupocompliance.guide@guide.combr;www.guide.com.br
16.683.718/0001-60;GYROSCOPE CONSULTORIA DE VALORES MOBILIÁRIOS E SOLUÇÃO PATRIMONIAL LTDA;GYROSCOPE CONSULTORIA DE VALORES MOBILIÁRIOS E SOLUÇÃO PATRIMONIAL LTDA;2012-12-12;2018-08-20;CANCELAMENTO A PEDIDO;CANCELADA;2018-08-20;PRIVADO;SEDE;AV BRIG LUIS ANTONIO, 2729;CONJ. 1202;JARDIM PAULISTA;SÃO PAULO;SP;1401000;11;34654640;ulrich.lehmann@gmail.com;
11.406.965/0001-03;HAITONG DO BRASIL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;HAITONG DO BRASIL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;2010-06-24;2016-09-21;CANCELAMENTO A PEDIDO;CANCELADA;2016-09-21;PRIVADO;SEDE;AV. BRIGADEIRO FARIA LIMA 3729;8º ANDAR, SALA 03;ITAIM BIBI;SÃO PAULO;SP;4538905;11;30747444;resp_legal_alan@haitongib.com.br;
33.894.445/0001-11;HAITONG SECURITIES DO BRASIL CORRETORA DE CÂMBIO E VALORES MOBILIÁRIOS S.A.;BES SECURITIES DO BRASIL S.A. CCVM;2004-11-23;2017-04-18;CANCELAMENTO A PEDIDO;CANCELADA;2017-04-18;PRIVADO;SEDE;AV BRIGADEIRO FARIA LIMA, 3729;8º ANDAR, SALA 02;ITAIM BIBI;SÃO PAULO;SP;4538905;11;30747444;resp_legal@haitongib.com.br;
36.271.174/0001-36;HEAD - CONSULTORIA DE VALORES MOBILIÁRIOS LTDA.;HEAD - PLANEJAMENTO & INVESTIMENTOS;2021-03-18;2022-03-23;CANCELAMENTO A PEDIDO;CANCELADA;2022-03-23;PRIVADO;SEDE;SETOR SIG QUADRA 1 Nº 985 SL 15 T;EDIFICIO PARQUE BRASÍLIA;ZONA INDUSTRIAL;BRASÍLIA;DF;70610410;61;992243199;planejamento@headpi.com;www.headpi.com
44.488.614/0001-30;HEALTHMONEY CONSULTORIA E EDUCACAO FINANCEIRA LTDA;HEALTHMONEY;2022-03-11;;;EM FUNCIONAMENTO NORMAL;2022-03-11;PRIVADO;SEDE;AVENIDA POMPEIA, 957;APTO 132;VILA POMPEIA;SÃO PAULO;SP;5023000;11;976406452;rafael.lopez@healthmoney.com.br;www.healthmoney.com.br
44.542.369/0001-00;HELIX CONSULTORIA DE VALORES MOBILIARIOS LTDA;;2022-05-24;;;EM FUNCIONAMENTO NORMAL;2022-05-24;PRIVADO;SEDE;RUA JULIETA MACEDO PEREIRA, 176/SALA 102;;RIBEIRANIA;RIBEIRÃO PRETO;SP;14096420;35;988555111;luciana.piai@helixconsult.com.br;www.helixconsult.com.br
24.234.053/0001-35;HEURIS ADMINISTRADORA E CONSULTORIA LTDA.;-----;2016-06-17;2018-11-08;CANCELAMENTO A PEDIDO;CANCELADA;2018-11-08;PRIVADO;SEDE;RUA AMAURI, 255/17º;SL 5;ITAIM BIBI;SÃO PAULO;SP;1448000;11;30741502;paulo.dalfabbro@heurisconsult.com;
10.464.748/0001-07;HIERON PATRIMÔNIO FAMILIAR E INVESTIMENTO LTDA;-----;2011-01-06;2021-11-12;CANCELAMENTO A PEDIDO;CANCELADA;2021-11-12;PRIVADO;SEDE;AV. MAGALHÃES DE CASTRO, 4800;TORRE CAPITAL BUILDING, 26 ANDAR, CJ. 264;CIDADE JARDIM;SÃO PAULO;SP;5676120;11;27291060;patricia.wada@hieron.com.br;www.hieron.com.br
43.228.744/0001-70;HIKE COMPANY LTDA.;HIKE COMPANY;2022-03-30;;;EM FUNCIONAMENTO NORMAL;2022-03-30;PRIVADO;SEDE;AVENIDA NOVE DE JULHO, 3452/SALA 51;;JARDIM PAULISTA;SÃO PAULO;SP;1406000;11;941646333;wagnermonteiro@hike.capital;https://www.hike.capital
47.211.324/0001-32;HORIZON ADVISORS DE INVESTIMENTOS LTDA;HORIZON ADVISORS;2023-02-22;;;EM FUNCIONAMENTO NORMAL;2023-02-22;;SEDE;Alameda Lorena, 1304;Conj. 102;Jardim Paulista;SÃO PAULO;SP;1424004;11;942206333;contato@horizonadvisors.com.br;
49.520.558/0001-97;HORIZON CAPITAL CONSULTORIA DE INVESTIMENTOS LTDA;HORIZON CAPITAL;2023-02-17;;;EM FUNCIONAMENTO NORMAL;2023-02-17;;SEDE;Av Henrique Moscoso;nº 90, sala 1113;Praia da Costa;VILA VELHA;ES;29101330;27;997089769;hrzcapital.contato@gmail.com;
35.725.184/0001-31;HORIZONTE CAPITAL WEALTH MANAGEMENT LTDA;HORIZONTE CAPITAL;2020-11-06;;;EM FUNCIONAMENTO NORMAL;2020-11-06;PRIVADO;SEDE;AVENIDA CONSELHEIRO FURTADO, 2865;ED. SINTESE 21, SALA 1006;CREMAÇÃO;BELÉM;PA;66063060;91;991355993;contato@hztcapital.com;https://hztcapital.com/
09.455.421/0001-81;HORTO CONSULTORIA E ADMINISTRAÇÃO DE RECURSOS LTDA.;--;2009-02-19;2014-03-20;CANCELAMENTO A PEDIDO;CANCELADA;2014-03-20;PRIVADO;SEDE;RUA VISCONDE DE PIRAJÁ, Nº 529;SALA 102;IPANEMA;RIO DE JANEIRO;RJ;22410003;21;25137282;lacerda@hortoconsult.com.br;
17.473.526/0001-91;HÓRUS CONSULTORES ASSOCIADOS LTDA;HÓRUS CONSULTORES ASSOCIADOS LTDA;2013-07-08;2018-01-10;CANCELAMENTO A PEDIDO;CANCELADA;2018-01-10;PRIVADO;SEDE;PRAIA DE BOTAFOGO;440 6º AND PARTE;BOTAFOGO;RIO DE JANEIRO;RJ;22250908;21;37971000;juridico@mhftinvestimentos.com.br;www.positiva cctvm.com.br
33.046.828/0001-30;HS EDUCAÃ?O E CONSULTORIA LTDA;HS EDUCACAO E CONSULTORIA;2022-02-11;;;EM FUNCIONAMENTO NORMAL;2022-02-11;PRIVADO;SEDE;RUA PREFEITO RAULINO ROSAR, 140/103;;JARDIM AM+RICA;RIO DO SUL;SC;89160184;47;988409340;contato@ricardohoffmann.com.br;
26.203.162/0001-10;HUNTERPAR PARTICIPAÇÕES LTDA.;HUNTERPAR;2016-11-25;;;EM FUNCIONAMENTO NORMAL;2016-11-25;PRIVADO;SEDE;AV. PRES. JUSCELINO KUBITSCHEK 1830;CJ 52;ITAIM BIBI;SÃO PAULO;SP;4543900;11;981050008;hunterpar@hunterpar.com.br;www.hunterpar.com.br
10.541.510/0001-20;I F CONSULTORIA ATUARIAL EIRELI;ATUARIAL CONSULTORIA;2010-03-11;;;EM FUNCIONAMENTO NORMAL;2010-03-11;PRIVADO;SEDE;AV JOSÉ MONTEIRO DE FIGUEIREDO, 212;SALA 401;DUQUE DE CAXIAS;CUIABÁ;MT;78098971;65;36218267;igor.garcia@atuarialconsultoria.com.br;http://www.atuarialconsultoria.com.br
23.828.090/0001-09;I9ADVISORY CONSULTORIA LTDA.;I9ADVISORY;2016-04-13;;;EM FUNCIONAMENTO NORMAL;2016-04-13;PRIVADO;SEDE;AV. QUEIROZ FILHO, 1.560;GAIVOTA 111;VILA HAMBURGUESA;SÃO PAULO;SP;5319000;11;23599440;administrativo@i9advisory.com;https://www.i9advisory.com
23.828.095/0001-31;I9APRIMORAMENTOS CONSULTORIA LTDA.;I9APRIMORAMENTOS;2017-04-20;;;EM FUNCIONAMENTO NORMAL;2017-04-20;PRIVADO;SEDE;AV. QUEIROZ FILHO 1560;GAIVOTA112;VILA DOM PEDRO II;SÃO PAULO;SP;2243010;11;23599448;administrativo@i9advisory.com;https://www.i9advisory.com/i9aprimoramentos
42.990.198/0001-48;IAM SERVIÇOS FINANCEIROS LTDA.;IAM ASSET MANAGEMENT;2022-06-27;;;EM FUNCIONAMENTO NORMAL;2022-06-27;PRIVADO;SEDE;AV. PRES. JUSCELINO KUBITSCHEK, 1726/13º ANDAR;;VILA NOVA CONCEIÇÃO;SÃO PAULO;SP;4543000;11;21042534;contato@iaminvestimentos.com.br;https://www.iaminvestimentos.com.br/
10.915.677/0001-03;IB CONSULTORES DE VALORES MOBILIÁRIOS LTDA.;IB CONSULTORES DE VALORES MOBILIÁRIOS EIRELI;2010-01-15;2018-12-18;CANCELAMENTO A PEDIDO;CANCELADA;2018-12-18;PRIVADO;SEDE;RUA VISCONDE DE PIRAJÁ, 351;SALA 1003;IPANEMA;RIO DE JANEIRO;RJ;22410002;21;34950509;izquierdo.consultores@gmail.com;
22.093.128/0001-80;IBBRA CONSULTORIA FINANCEIRA LTDA;IBRRA CONSULTORIA FINANCEIRA;2017-12-01;;;EM FUNCIONAMENTO NORMAL;2017-12-01;PRIVADO;SEDE;AV DEP JAMEL CECÍLIO, 2.699;SL 1712/1713;SETOR JARDIM GOIÁS;GOIÂNIA;GO;74810100;62;36093530;juridico@ibbra.com.br;www.ibbra.com.br
22.315.180/0001-33;ICATU CONSULTORIA DE INVESTIMENTOS S/A;ICATU CONSULTORIA DE INVESTIMENTOS S/A;2017-02-23;;;EM FUNCIONAMENTO NORMAL;2017-02-23;PRIVADO;SEDE;AVENIDA OSCAR NIEMEYER, 2000;BL 1 SALA 1801 EDIFÍCIO AQWA CORPORATE;SANTO CRISTO;RIO DE JANEIRO;RJ;20220297;21;38243900;jur.institucional@icatuseguros.com.br;
42.283.770/0001-39;ICATU SEGUROS S/A;ICATU SEGUROS S/A;2007-06-27;2018-11-16;CANCELAMENTO A PEDIDO;CANCELADA;2018-11-16;PRIVADO;SEDE;PRAÇA 22 DE ABRIL;36;CENTRO;RIO DE JANEIRO;RJ;20021370;21;38243991;consultoria_jur@icatuseguros.com.br;www.icatuseguros.com.br
68.622.174/0001-20;ICATU VANGUARDA GESTÃO DE RECURSOS LTDA;ICATU VANGUARDA GESTÃO DE RECURSOS LTDA;1992-10-22;2019-03-29;CANCELAMENTO A PEDIDO;CANCELADA;2019-03-29;PRIVADO;SEDE;AV. OSCAR NIEMEYER, 2000, 18º ANDAR - AQWA CORPORATE;;SANTO CRISTO;RIO DE JANEIRO;RJ;20220297;21;38243911;lgontijo@icatuvanguarda.com.br;www.icatuvanguarda.com.br
04.802.445/0001-46;IFA BRASIL - INDEPENDENT FINANCIAL ADVISORS LTDA;IFA BRASIL;2006-08-01;2015-11-10;CANCELAMENTO A PEDIDO;CANCELADA;2015-11-10;PRIVADO;SEDE;AV. MAJ SYLVIO M. PADILHA,5200;ED. QUEBEC/CJ. 312;MORUMBI;SÃO PAULO;SP;5693000;011;30232926;ifabrasil@ifabrasil.com;
44.466.466/0001-52;IFIN WEALTH MANAGEMENT CONSULTORIA DE VALORES MOBILIÁRIOS LTDA;IFIN CAPITAL;2022-02-08;;;EM FUNCIONAMENTO NORMAL;2022-02-08;PRIVADO;SEDE;RUA IN-CIO VASCONCELOS, 59/SALA 803;;BOA VISTA;PORTO ALEGRE;RS;90480160;51;999621849;ademir.gutierri@ifin.capital;http://ifin.capital
31.033.999/0001-07;IMPAR CAPITAL TECNOLOGIA, SISTEMAS DE INFORMAÇÃO E CONSULTORIA LTDA.;IMPAR CAPITAL;2021-02-23;;;EM FUNCIONAMENTO NORMAL;2021-02-23;PRIVADO;SEDE;RUA EMBOABAS;166;BROOKLIN PAULISTA;SÃO PAULO;SP;4623010;11;976231868;tiago@imparcapital.com.br;www.imparcapital.com.br
30.086.047/0001-80;INFINITY CONSULTORIA DE INVESTIMENTO LTDA;INFINITY;2021-12-22;;;EM FUNCIONAMENTO NORMAL;2021-12-22;PRIVADO;SEDE;AV. CONSELHEIRO RODRIGUES ALVES, 404/63;;VILA MARIANA;SÃO PAULO;SP;4014011;51;954287206;thiago.costa@infinityinvest.com.br;www.infinityinvest.com.br
43.556.394/0001-71;INFINITY4U CONSULTORIA & INVESTIMENTOS LTDA;INFINITY4U;2021-10-18;;;EM FUNCIONAMENTO NORMAL;2021-10-18;PRIVADO;SEDE;RUA ALCIDIO VIANA, 916/SALA 209;;CENTRO;SÃO JOSÉ DOS PINHAIS;PR;83005560;41;40429960;compliance@infinity4u.com.br;https://www.infinity4u.com.br/
03.223.073/0001-30;INTEGRAL - TRUST SERVICOS FINANCEIROS S/C LTDA;INTEGRAL - TRUST SERVICOS FINANCEIROS;2003-03-13;;;EM FUNCIONAMENTO NORMAL;2003-03-13;PRIVADO;SEDE;FARIA LIMA, 1744;2º ANDAR;JARDIM PAULISTANO;SÃO PAULO;SP;1451910;11;31032500;lucas@integraltrust.com.br;http://www.integraltrust.com
03.249.938/0001-38;INTER-AÇÃO ADMINISTRAÇÃO DE RECURSOS LTDA.;--;2008-08-28;2008-11-14;CANCELAMENTO A PEDIDO;CANCELADA;2008-11-14;PRIVADO;SEDE;R DR RENATO PAES DE BARROS,714;CJ 51;ITAIM BIBI;SÃO PAULO;SP;4530001;11;30712887;noriko@interacaoinvest.com.br;
13.333.516/0001-08;INTERINVEST GESTAO DE INVESTIMENTOS LTDA;INVEXA INTERINVEST;2012-08-17;2015-12-22;CANCELAMENTO A PEDIDO;CANCELADA;2015-12-22;PRIVADO;SEDE;RUA 7 DE SETEMBRO, 777;SALA 810;CENTRO;BLUMENAU;SC;89010201;47;32327774;contato@invexa.com.br;http://www.amxcapital.com.br
07.126.120/0001-89;INVA CAPITAL CONSULTORIA LTDA ME;INVA CAPITAL;2010-03-04;2022-08-05;CANCELAMENTO A PEDIDO;CANCELADA;2022-08-05;PRIVADO;SEDE;RUA VISCONDE DO RIO BRANCO;1630 CONJ 2002;CENTRO;CURITIBA;PR;80420210;04;30234580;controle@invacapital.com.br;www.invacapital.com.br
35.155.244/0001-28;INVEST COMPANY CONSULTORIA ECONOMICA E FINANCEIRA;INVEST.CO;2022-03-24;;;EM FUNCIONAMENTO NORMAL;2022-03-24;PRIVADO;SEDE;RUA AGOSTINHO LUIZ CORREA, 114;;BELA VISTA;SANTO ANTÔNIO DO MONTE;MG;35560000;37;999030292;comercial@inv-co.com.br;www.inv-co.com.br
02.316.967/0001-02;INVEST TRACKER TECNOLOGIA LTDA;INVEST TRACKER TECNOLOGIA LTDA;2003-07-31;2005-01-31;ELISÃO POR INCORPORAÇÃO;CANCELADA;2005-01-31;PRIVADO;SEDE;RUA DO ROCIO 220/ CONJUNTO 81;;;SÃO PAULO;SP;4552000;11;30469999;henrique.spinosa@tfn.com.br;
09.360.323/0001-60;INVEST.PRO CONSULTORIA DE INVESTIMENTOS LTDA.;INVEST.PRO;2017-04-20;2018-12-20;CANCELAMENTO A PEDIDO;CANCELADA;2018-12-20;PRIVADO;SEDE;RUA OSCAR VIDAL 307;SALA 1202;CENTRO;JUIZ DE FORA;MG;36037720;11;984006910;cid@invest.pro;www.invest.pro
73.731.598/0001-62;INVESTCORP DTVM LTDA;INVESTCORP - DIST;1995-04-27;1995-12-12;;CANCELADA;1995-12-12;PRIVADO;SEDE;AV ALMIRANTE BARROSO 52/21 AND;PARTE;CENTRO;RIO DE JANEIRO;RJ;20031000;21;5331212;;
08.056.585/0001-73;INVESTEX ASSESSORIA EMPRESARIAL S/S LTDA;--;2010-07-09;2012-03-30;CANCELAMENTO A PEDIDO;CANCELADA;2012-03-30;PRIVADO;SEDE;AV SALVADOR LEÃO, 371;;SARANDI;PORTO ALEGRE;RS;91130700;;;teixeira@investex.com.br;
32.319.907/0001-04;INVESTIDOR PROFISSIONAL GESTÃO DE RECURSOS LTDA;IP CAPITAL PARTNERS;1992-02-28;2016-06-15;CANCELAMENTO A PEDIDO;CANCELADA;2016-06-15;PRIVADO;SEDE;RUA DIAS FERREIRA, 190;SALA 702B;LEBLON;RIO DE JANEIRO;RJ;22431050;21;21040500;compliance@ip-capitalpartners.com;www.ip-capitalpartners.com
29.685.570/0001-44;INVESTIS CAPITAL INVESTIMENTOS E SERVICOS LTDA;INVESTIS CAPITAL;2022-02-07;;;EM FUNCIONAMENTO NORMAL;2022-02-07;PRIVADO;SEDE;AVENIDA PAULISTA,  2421 - 11º ANDAR;;BELA VISTA;SÃO PAULO;SP;1311300;11;30906594;capital@investis.com.br;http://www.investis.com.br
26.345.014/0001-30;INVESTMENT ONE PARTNERS CONSULTORIA DE INVESTIMENTOS LTDA;-----;2017-01-13;2018-09-10;CANCELAMENTO A PEDIDO;CANCELADA;2018-09-10;PRIVADO;SEDE;RUA CESARIO COIMBRA, 48;;JARDIM PAULISTANO;SÃO PAULO;SP;1445050;11;48371800;bernardo@onepartners.com.br;
05.784.884/0001-36;INVESTPORT GESTÃO E CONSULTORIA DE INVESTIMENTOS LTDA;INVESTPORT GESTÃO E CONSULTORIA DE INVESTIMENTOS LTDA;2013-03-25;;;EM FUNCIONAMENTO NORMAL;2013-03-25;PRIVADO;;;;;;;;;;mfrug@investport.com.br;www.investport.com.br
03.485.870/0001-96;INVESTWARE TEC.MARKTING SC LTD;INVESTWARE TECNOLOGIA E MARKETING S/C LTDA;2000-01-27;2002-06-06;CANCELAMENTO A PEDIDO;CANCELADA;2002-06-06;PRIVADO;SEDE;R. XV DE NOVEMBRO,184/5° ANDAR;CONJUNTO 501;;SÃO PAULO;SP;1013000;11;31152323;investware@investware.com.br;
45.990.676/0001-08;INVESTX AGENTES DE INVESTIMENTOS LTDA.;INVESTX CONSULTORIA DE VALORES MOBILIÁRIOS;2022-11-07;;;EM FUNCIONAMENTO NORMAL;2022-11-07;;SEDE;Av. Therezinha Pauletti Sanvitto, 208;Sala 502;Sanvito;CAXIAS DO SUL;RS;95110195;55;991447544;rmarianodarocha@gmail.com;
08.698.869/0001-63;IP RESEARCH CONSULTORIA DE VALORES MOBILIÁRIOS LTDA.;IP RESEARCH;2007-08-15;2016-02-25;CANCELAMENTO A PEDIDO;CANCELADA;2016-02-25;PRIVADO;SEDE;AVENIDA ATAULFO DE PAIVA 255;9º ANDAR (PARTE);LEBLON;RIO DE JANEIRO;RJ;22440032;21;21040500;controladoria@ip-capitalpartners.com;
07.913.960/0001-91;ITAJUÍ GESTÃO DE PATRIMÔNIO LTDA.;ITAJUÍ GESTÃO DE PATRIMÔNIO LTDA.;2019-02-05;2019-05-17;CANCELAMENTO A PEDIDO;CANCELADA;2019-05-17;PRIVADO;SEDE;RUA TABAPUÃ, N. 1.123;9O ANDAR, CJ. 91;ITAIM BIBI;SÃO PAULO;SP;4533014;11;37092188;compliance@itajui.com;www.itajui.com
58.851.775/0001-50;ITAÚ CONSULTORIA DE VALORES MOBILIÁRIOS E PARTICIPAÇÕES S.A.;-----;2018-12-19;;;EM FUNCIONAMENTO NORMAL;2018-12-19;PRIVADO;SEDE;PÇ ALFREDO E S ARANHA, 100/7º;TORRE CONCEIÇÃO;PARQUE JABAQUARA;SÃO PAULO;SP;4344902;11;50199986;relacionamento.reguladores@itau-unibanco.com.br;
60.701.190/0001-04;ITAU UNIBANCO S.A.;ITAU UNIBANCO;2006-12-12;2019-04-25;CANCELAMENTO A PEDIDO;CANCELADA;2019-04-25;PRIVADO;SEDE;PC ALFREDO E.S. ARANHA, 100;T.O.SETUBAL;PRQ. JABAQUARA;SÃO PAULO;SP;4344902;11;50199986;relacionamento.reguladores@itau-unibanco.com.br;
28.678.702/0001-48;ITAUNA ADVISORS CONSULTORIA FINANCEIRA LTDA.;ITAUNA ADVISORS;2019-11-07;;;EM FUNCIONAMENTO NORMAL;2019-11-07;PRIVADO;SEDE;AV. ATLÂNTICA, Nº 1.130;15º ANDAR, SALA 1;COPACABANA;RIO DE JANEIRO;RJ;22021000;21;39581228;leonardo.leite@itaunaconsultoria.com.br;https://www.itaunaconsultoria.com.br/
26.261.572/0001-18;IVEST CONSULTORIA DE INVESTIMENTOS LTDA.;IVEST CONSULTORIA;2020-11-03;;;EM FUNCIONAMENTO NORMAL;2020-11-03;PRIVADO;SEDE;RUA GOMES DE CARVALHO, 768/9º ANDAR;;VILA OLÍMPIA;SÃO PAULO;SP;4547003;11;956968282;caio.fernandez@ivest.com.br;www.ivest.com.br
10.241.524/0001-28;J. TEPERMAN CONSULTORIA DE INVESTIMENTOS LTDA.;JT INVESTIMENTOS;2010-01-15;2015-10-07;CANCELAMENTO A PEDIDO;CANCELADA;2015-10-07;PRIVADO;SEDE;RUA TAQUES ALVIM, 202;;CIDADE JARDIM;SÃO PAULO;SP;5671030;11;29256555;jt@jtinvest.com.br;
02.711.143/0001-37;JANOS COMERCIO ADMINISTRACAO E PARTICIPACOES LTDA;JANOS COMERCIO ADMINISTRACAO E PARTICIPACOES LTDA;2007-07-25;2012-07-23;CANCELAMENTO A PEDIDO;CANCELADA;2012-07-23;PRIVADO;SEDE;RUA AMAURI, 255;4 ANDAR;ITAIM BIBI;SÃO PAULO;SP;1448000;11;30741500;f.decunto@janos.com.br;
32.612.504/0001-59;JAU CONSULTORIA DE INVESTIMENTOS LTDA.;JAU CONSULORIA DE INVESTIMENTOS LTDA.;2019-08-29;;;EM FUNCIONAMENTO NORMAL;2019-08-29;PRIVADO;SEDE;RUA LAURO MULLER, 116/SL 3201;;BOTAFOGO;RIO DE JANEIRO;RJ;22290906;21;992413036;antonio.buchaul@jauinvestimentos.com;www.jauinvestimentos.com
26.528.788/0001-05;JEREMY BENTHAM N&P CONSULTORIA EM INVESTIMENTOS LTDA - ME;JEREMY BENTHAM CONSULTORIA EM INVESTIMENTOS;2016-12-16;2017-08-01;CANCELAMENTO A PEDIDO;CANCELADA;2017-08-01;PRIVADO;SEDE;COND VILLAGE DA ALVORADA 1;RUA B CASA 12;JARDIM BOTÂNICO;BRASÍLIA;DF;71680358;61;999080277;portela.nihari@gmail.com;www.jbci.com.br
28.616.998/0001-72;JGV FINANÇAS PESSOAIS LTDA.;YUNO;2022-05-26;;;EM FUNCIONAMENTO NORMAL;2022-05-26;PRIVADO;SEDE;AV DEP JAMEL CECILIO, 2690/QD B-26, LOTE 16/17, SALA 516;CONDOMÍNIO TOKIO;JARDIM GOIÁS;GOIÂNIA;GO;74810100;62;993382611;contato@yunofp.com.br;www.yunofp.com.br
17.152.441/0001-01;JOINTVEST CONSULTORIA EM GESTÃO DE RECURSOS LTDA;JOINTVEST;2014-04-01;;;EM FUNCIONAMENTO NORMAL;2014-04-01;PRIVADO;SEDE;RUA IBIAPINÓPOLIS;Nº 705, PARTE;JARDIM PAULISTANO;SÃO PAULO;SP;1457030;11;30391100;mlederman@jointvest.com;
31.018.476/0001-83;JRM - COMMODITIES, EMPREENDIMENTO E CONSULTORIA LTDA;JRM;1987-02-09;2001-11-28;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2001-11-28;PRIVADO;SEDE;R DA ASSEMBLEIRA 10 GR 1414;;;RIO DE JANEIRO;RJ;20011000;;;;
38.112.093/0001-19;JULIUS BAER BRASIL CONSULTORIA DE VALORES MOBILIÁRIOS LTDA.;JULIUS BAER ADVISORY OFFICE;2021-03-26;;;EM FUNCIONAMENTO NORMAL;2021-03-26;PRIVADO;SEDE;RUA ELVIRA FERRAZ, 68/11º ANDAR;;VILA OLÍMPIA;SÃO PAULO;SP;4552040;11;31855555;fernando.vallada@juliusbaer.com;www.juliusbaer.com/en/legal/brazil
35.351.119/0001-93;K1 CAPITAL HUMANO PLANEJAMENTO E CONSULTORIA FINANCEIRA LTDA.;K1 CAPITAL HUMANO PLANEJAMENTO FINANCEIRO;2020-02-26;;;EM FUNCIONAMENTO NORMAL;2020-02-26;PRIVADO;SEDE;RUA ENGENHEIRO ENALDO CRAVO PEIXOTO, 215;SL 918;TIJUCA;RIO DE JANEIRO;RJ;20540106;21;20515315;vitor.noronha@k1planejamento.com.br;www.k1planejamento.com.br
09.356.434/0001-01;K2 CAPITAL CONSULTING LTDA;K2 CAPITAL;2010-04-01;2019-01-10;CANCELAMENTO A PEDIDO;CANCELADA;2019-01-10;PRIVADO;SEDE;RUA MARIANTE 288;902;RIO BRANCO;PORTO ALEGRE;RS;90430170;11;981218129;fabio.knijnik@k2capital.com.br;www.k2capital.com.br
05.495.939/0001-98;KANSAI CONSULTORES DE VALORES MOBILIÁRIOS LTDA.;KANSAI CONSULTORES DE VALORES MOBILIÁRIOS LTDA.;2008-05-08;2018-12-28;CANCELAMENTO A PEDIDO;CANCELADA;2018-12-28;PRIVADO;SEDE;RUA LUIZ ALONSO PEREZ, 339;;JARDIM INDAIÁ;BERTIOGA;SP;11260009;13;33131118;atendimento1@kansai.net.br;www.conexaoconsultores.com.br
