CNPJ;DENOM_SOCIAL;DENOM_COMERC;DT_REG;DT_CANCEL;MOTIVO_CANCEL;SIT;DT_INI_SIT;CATEG_REG;SUBCATEG_REG;CONTROLE_ACIONARIO;TP_ENDER;LOGRADOURO;COMPL;BAIRRO;MUN;UF;CEP;DDD;TEL;VL_PATRIM_LIQ;DT_PATRIM_LIQ;EMAIL;SITE_ADMIN
05.341.549/0001-63;TARPON INVESTIMENTOS S/A;TARPON;2002-11-14;2013-09-13;CANCELAMENTO A PEDIDO;CANCELADA;2013-09-13;;;PRIVADO;SEDE;Rua Iguatemi, n.º 151;23º andar;Jardim Paulistano;SÃO PAULO;SP;1451011;11;30745800;10086000.00;2009-12-31;ri@tarponinvest.com.br;
36.603.403/0001-72;TARUÁ CAPITAL GESTORA DE RECURSOS LTDA.;-----;2020-06-24;;;EM FUNCIONAMENTO NORMAL;2020-06-24;Gestor de Carteira;;PRIVADO;SEDE;AVENIDA NIEMEYER, 2/SL 103;;LEBLON;RIO DE JANEIRO;RJ;22450220;21;39954234;;;renan.vieira@taruacapital.com.br;www.taruacapital.com.br
07.075.371/0001-81;TASCH CONSULTORIA E GESTÃO SOCIEDADE SIMPLES LTDA;TASCH CONSULTORIA E GESTÃO;2006-09-18;2016-07-13;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2016-07-13;Gestor de Carteira;;PRIVADO;SEDE;RUA MARQUES DO POMBAL 1824;Sala 207;Higienópolis;PORTO ALEGRE;RS;90540000;51;33927696;;;elbio@tasch.com.br;
11.752.017/0001-11;TASCH GESTÃO DE RECURSOS S.S LTDA;--;2010-10-08;2016-04-18;CANCELAMENTO A PEDIDO;CANCELADA;2016-04-18;Gestor de Carteira;;PRIVADO;SEDE;RUA MARQUES DO POMBAL, 1824;Sala 203;Jardim Lindoia;PORTO ALEGRE;RS;90540000;51;33927696;;;elbio@tasch.com.br;
02.228.585/0001-27;TATICA ASSET MANAGEMENT ADMINISTRACAO DE RECURSOS S/C LTDA;TATICA ASSET MANAGEMENT;1997-12-29;;;EM FUNCIONAMENTO NORMAL;1998-01-09;Gestor de Carteira;;;SEDE;RUA CAMPOS BICUDO, 98;101;ITAIM BIBI;SÃO PAULO;SP;4536010;11;30665100;;;tatica@tatica.com.br;www.taticasset.com.br
66.616.632/0001-92;TATICA S.A. DTVM;TATICA;1993-09-08;2016-07-13;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2016-07-13;Administrador Fiduciário;Instituição Financeira;PRIVADO;SEDE;RUA CAMPOS BICUDO, 98;101;ITAIM BIBI;SÃO PAULO;SP;4536010;11;30665100;815825.41;1998-12-31;tatica@tatica.com.br;
05.473.473/0001-20;TATO GESTAO DE RECURSOS LTDA;TATO GESTAO DE RECURSOS LTDA;2003-04-04;2003-07-10;CANCELAMENTO A PEDIDO;CANCELADA;2003-07-10;;;PRIVADO;SEDE;RUA DA CONCEIÇÃO 13/ SALA 207;PARTE;;RIO DE JANEIRO;RJ;24020080;;;;;carlosdutra@predialnet.com.br;
04.980.745/0001-15;TÁVOLA CAPITAL GESTÃO DE RECURSOS LTDA.;TÁVOLA CAPITAL;2002-05-23;;;EM FUNCIONAMENTO NORMAL;2002-05-23;Gestor de Carteira;;PRIVADO;SEDE;AV. BORGES DE MEDEIROS, 633;308;LEBLON;RIO DE JANEIRO;RJ;22441120;21;33896800;;;tavola@tavolacapital.com.br;www.tavolacapital.com.br
45.999.585/0001-33;TB CAPITAL GESTÃO DE RECURSOS LTDA.;TB CAPITAL;2022-08-11;;;EM FUNCIONAMENTO NORMAL;2022-08-11;Gestor de Carteira;;PRIVADO;SEDE;AV. ATAULFO DE PAIVA, 1079;SALA 708;LEBLON;RIO DE JANEIRO;RJ;22440034;21;30823857;;;atendimento@tbcapital.com.br;www.tbcapital.com.br
42.426.535/0001-79;TC GESTÃO EMPRESARIAL LTDA;TC GESTORA;2022-07-29;;;EM FUNCIONAMENTO NORMAL;2022-07-29;Gestor de Carteira;;PRIVADO;SEDE;RUA LEOPOLDO COUTO DE MAGALHÃES JR., 758;11º ANDAR CJ 111;ITAIM BIBI;SÃO PAULO;SP;4542000;11;40036048;;;compliance@tc.com.br;www.tc.com.br/tc-gestao
06.026.674/0001-41;TCX CONSULTORIA EM ATIVOS FINANCEIROS LTDA;TCX CONSULTORIA EM ATIVOS FINANCEIROS LTDA;2004-02-02;2016-07-13;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2016-07-13;Gestor de Carteira;;PRIVADO;SEDE;Rua Pedroso Alvarenga;1046 - cj 162;ITAIM;SÃO PAULO;SP;5410001;11;35091482;;;parddal.tcx@hotmail.com;
51.477.123/0001-59;TECBENS S.A. PARTICIPAÇÕES;TECBENS DTVM;1995-07-12;2002-06-27;CANCELAMENTO A PEDIDO;CANCELADA;2002-06-27;;;PRIVADO;SEDE;RUA PEDROSO ALVARENGA, 1221;11 ANDAR;ITAIM BIBI;SÃO PAULO;SP;4531002;11;34434060;1016407.11;1998-12-31;tecbens@tecbens.com.br;
52.633.096/0001-29;TÉCNICA ASSESSORIA DE MERCADO DE CAPITAIS E EMPRESARIAL LTDA;TECNICA ASSESSORIA;1995-03-27;1999-06-24;CANCELAMENTO A PEDIDO;CANCELADA;1999-06-24;;;PRIVADO;SEDE;RUA TRÊS DE DEZEMBRO Nº 33;6º ANDAR;CENTRO;SÃO PAULO;SP;1014020;11;31066870;0.00;1990-12-31;harold@tecnicaassessoria.com.br;
57.004.434/0001-87;TECNICA COR PLAN ASSES SC LTDA;TECNICA;1990-12-10;1998-03-06;;CANCELADA;1998-03-06;;;PRIVADO;SEDE;AV 9 DE JULHO 5569 - CJ 91;;;SÃO PAULO;SP;1407200;11;2827488;;;;
25.287.778/0001-54;TELLUS INVESTIMENTOS E  CONSULTORIA LTDA.;TELLUS INVESTIMENTOS;2016-12-16;;;EM FUNCIONAMENTO NORMAL;2016-12-16;Gestor de Carteira;;PRIVADO;SEDE;AVENIDA BRIGADEIRO FARIA LIMA, 2055;4º ANDAR, CJ 42;JARDIM PAULISTANO;SÃO PAULO;SP;1452001;11;42804300;;;juridico@tellus.com.br;www.tellus.com.br
42.465.310/0001-21;TELOS FUNDAÇÃO EMBRATEL DE SEGURIDADE SOCIAL;TELOS FUNDAÇÃO EMBRATEL DE SEGURIDADE SOCIAL;2005-06-03;2017-06-08;CANCELAMENTO A PEDIDO;CANCELADA;2017-06-08;Gestor de Carteira;;PRIVADO;SEDE;AV. PRESIDENTE VARGAS, 290;10º ANDAR;CENTRO;RIO DE JANEIRO;RJ;20091060;21;21216888;;;superintendencia@telos.org.br;
04.799.429/0001-41;TEMPLAR GESTÃO E INVESTIMENTOS LTDA;--;2007-05-24;2016-08-15;CANCELAMENTO A PEDIDO;CANCELADA;2016-08-15;Gestor de Carteira;;PRIVADO;SEDE;Av. São Gabriel, 201 cj 807;Conj 807;Itaim Bibi;SÃO PAULO;SP;1435001;11;23875884;;;mkneese@tgxcapital.com.br;
00.533.944/0001-24;TEMPO CAPITAL GESTAO DE RECURSOS LTDA;TEMPO CAPITAL;1995-04-26;;;EM FUNCIONAMENTO NORMAL;1995-04-26;Gestor de Carteira;;PRIVADO;SEDE;RUA DO CARMO, 08;SALAS 501 E 502;CENTRO;RIO DE JANEIRO;RJ;20011020;21;21039900;;;tempo@tempocapital.com.br;www.tempocapital.com.br
01.451.099/0001-00;TEMPRE - GESTÃO DE RECURSOS E ASSESSORIA EIRELI;---;2012-08-24;2016-07-13;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2016-07-13;Gestor de Carteira;;PRIVADO;SEDE;Rua Dr Vila Nova, 250;41;Vila Buarque;SÃO PAULO;SP;1222020;11;32571149;;;carollo@tempre.com.br;
43.777.696/0001-70;TENAX CAPITAL LTDA.;TENAX CAPITAL;2022-01-11;;;EM FUNCIONAMENTO NORMAL;2022-01-11;Gestor de Carteira;;PRIVADO;SEDE;AVENIDA PRESIDENTE JUSCELINO KUBITSCHEK, 1.600;8º ANDAR, CJ. 82;VILA NOVA CONCEIÇÃO;SÃO PAULO;SP;4543000;11;35140660;;;compliance@tenax.capital;https://www.tenax.capital/
58.506.221/0001-16;TENDÊNCIA ADMINISTRADORA DE BENS LTDA.;TENDENCIA;1990-11-05;2007-03-29;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2007-03-29;;;PRIVADO;SEDE;AV.BRIGADEIRO FARIA LIMA, 2092;20 AND;PINHEIROS;SÃO PAULO;SP;1452002;11;38185000;0.00;1990-12-31;jk@tendencia.com.br;
60.363.918/0001-27;TENDÊNCIA ASSET MANAGEMENT LTDA.;--;2007-05-25;;;EM FUNCIONAMENTO NORMAL;2007-05-25;Gestor de Carteira;;PRIVADO;SEDE;AV. BRIGADEIRO FARIA LIMA,2092;20 ANDAR;JD. PAULISTANO;SÃO PAULO;SP;1452002;11;38133500;;;jose@asset.tendencia.com.br;www.tendencia.com.br/02.html
65.435.174/0001-22;TENDENCIA EMPREENDIMENTOS E PARTICIPACOES LTDA;BANCO DE INVESTIMENTO TENDENCIA S.A.;1998-04-01;2007-03-29;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2007-03-29;;;;SEDE;AV BRIG FARIA LIMA 2092;20º. ANDAR;JD PAULISTANO;SÃO PAULO;SP;1452002;01;30970080;697340.53;2000-12-31;ouvidoria@tendencia.com.br;
56.077.217/0001-54;TENDENCIA EMPREENDIMENTOS S.A.;TENDENCIA EMPREENDIMENTOS S.A.;1990-09-04;2002-01-14;CANCELAMENTO A PEDIDO;CANCELADA;2002-01-14;;;PRIVADO;SEDE;AV BRIG F LIMA 2092/ 20 ANDAR;;JARDIM PAULISTANO;SÃO PAULO;SP;1452002;11;81201;0.00;1990-12-31;;
11.252.952/0001-19;TENDÊNCIA WEALTH MANAGEMENT LTDA;--;2010-02-12;;;EM FUNCIONAMENTO NORMAL;2010-02-12;Gestor de Carteira;;PRIVADO;SEDE;AV. BRIGADEIRO FARIA LIMA,2092;20 ANDAR SALA 202;JD. PAULISTANO;SÃO PAULO;SP;1452002;11;38133500;;;jose@asset.tendencia.com.br;www.tendencia.com.br/03.html
15.145.219/0001-56;TENOR CAPITAL GESTÃO DE PATRIMÔNIO LTDA;--;2012-04-02;2014-12-03;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2014-12-03;;;PRIVADO;SEDE;Rua Prof. Abelardo Lobo, 10;;lagoa;RIO DE JANEIRO;RJ;22470240;21;38248777;;;mpkatz@brrcredito.com.br;
30.782.926/0001-47;TERA INVESTIMENTOS LTDA.;TERA INVESTIMENTOS LTDA.;2019-04-02;;;EM FUNCIONAMENTO NORMAL;2019-04-02;Gestor de Carteira;;PRIVADO;SEDE;RUA LEOPOLDO COUTO DE MAGALHÃES JR.;758 - CONJ. 22A;ITAIM BIBI;SÃO PAULO;SP;4542000;11;982448154;;;legal@teracapital.com.br;teracapital.com.br
09.121.454/0001-95;TERCON INVESTIMENTOS LTDA;TERCON ASSET MANAGEMENT;2008-04-28;;;EM FUNCIONAMENTO NORMAL;2008-04-28;Gestor de Carteira;;PRIVADO;SEDE;RUA AMÉRICO BRASILIENSE, 1765;5O ANDAR;CHÁCARA SANTO ANTONIO;SÃO PAULO;SP;4715005;11;51815841;;;marcelo.couto@terconasset.com.br;www.terconbr.com.br
48.712.542/0001-13;TERRA ASSET VENTURES GESTÃO DE RECURSOS LTDA.;TERRA ASSET VENTURES;2023-03-17;;;EM FUNCIONAMENTO NORMAL;2023-03-17;Gestor de Carteira;;PRIVADO;SEDE;RUA BATATAES, 602/SOBRELOJA 04;;JARDIM PAULISTA;SÃO PAULO;SP;1423010;11;996663755;;;william@terraasset.com.br;www.terraasset.com.br
42.274.737/0001-42;TERRA GESTORA DE RECURSOS LTDA.;-----;2022-02-02;;;EM FUNCIONAMENTO NORMAL;2022-02-02;Gestor de Carteira;;PRIVADO;SEDE;RUA JOAQUIM FLORIANO, 100/5º ANDAR CJ 51;;ITAIM BIBI;SÃO PAULO;SP;4534000;11;31656065;;;atendimento@terragestora.com.br;www.terragestora.com.br
03.751.794/0001-13;TERRA INVESTIMENTOS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;TERRA INVESTIMENTOS CM LTDA.;2018-09-04;;;EM FUNCIONAMENTO NORMAL;2018-09-04;Administrador Fiduciário;Instituição Financeira;PRIVADO;SEDE;RUA JOAQUIM FLORIANO, 100/5º;CJ 51 E 52;ITAIM BIBI;SÃO PAULO;SP;4534000;11;31656046;59154794.81;2022-12-31;infofundos@terrainvestimentos.com.br;www.terrainvestimentos.com.br
10.157.965/0001-46;TERRA INVESTIMENTOS E GESTÃO DE RECURSOS LTDA;--;2009-06-26;2010-05-11;CANCELAMENTO A PEDIDO;CANCELADA;2010-05-11;;;PRIVADO;SEDE;AV DAS AMÉRICAS Nº3.500;BL 04, SALA207;BARRA DA TIJUCA;RIO DE JANEIRO;RJ;22640102;21;36240709;;;besmar@terrainvest.com.br;
17.260.335/0001-41;TERRA NOVA GESTÃO E ADMINISTRAÇÃO DE NEGÓCIOS LTDA;TERRA NOVA GESTÃO DE RECURSOS;2013-07-11;2018-11-01;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2018-11-01;Gestor de Carteira;;PRIVADO;SEDE;AVENIDA PAULISTA;1636 SALA 509;CERQUEIRA CÉSAR;SÃO PAULO;SP;1310200;11;32512328;;;walter.corcione@terranovagestao.com.br;www.terranovagestao.com.br
17.610.393/0001-58;TERRA VISTA GESTORA DE RECURSOS LTDA;--;2013-04-22;2015-07-27;CANCELAMENTO A PEDIDO;CANCELADA;2015-07-27;;;PRIVADO;SEDE;Dr. Renato Paes de Barros 778;Conjunto 11;ITAIM BIBI;SÃO PAULO;SP;4530001;11;51803311;;;ak@newfcap.com;
26.424.320/0001-62;TERRAL CAPITAL GESTÃO DE RECURSOS LTDA.;TERRAL CAPITAL;2017-01-05;2022-12-27;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2022-12-27;Gestor de Carteira;;PRIVADO;SEDE;RUA MÉXICO, 11;BL B, CJ 1801;CENTRO;RIO DE JANEIRO;RJ;20031144;21;21721388;;;jp.mferraz@terralcapital.com;www.terralcapital.com
14.876.310/0001-89;TESE CONSULTORIA FINANCEIRA LTDA.;--;2012-05-17;2016-12-20;CANCELAMENTO A PEDIDO;CANCELADA;2016-12-20;Gestor de Carteira;;PRIVADO;SEDE;Praça Santos Dumont, 70;3 Andar;Gávea;RIO DE JANEIRO;RJ;22470060;21;21232350;;;contato@teseinvest.com.br;
04.964.353/0001-62;TESSA CAPITAL - ASSESSORIA EMPRESARIAL LTDA.;TESSA CAPITAL - ASSESSORIA EMPRESARIAL LTDA.;2006-10-10;2016-07-07;CANCELAMENTO A PEDIDO;CANCELADA;2016-07-07;Gestor de Carteira;;PRIVADO;SEDE;RUA PEDROSO ALVARENGA, 1062;conj. 117;Itaim Bibi;SÃO PAULO;SP;4531004;11;37093801;;;wgozzi@msn.com;
08.573.513/0001-01;TF GESTÃO DE RECURSOS LTDA;--;2007-08-13;2007-09-26;CANCELAMENTO A PEDIDO;CANCELADA;2007-09-26;;;PRIVADO;SEDE;Avenida das Américas 3500;bloco 5, sala 415;BARRA DA TIJUCA;RIO DE JANEIRO;RJ;22640102;21;24312585;;;bods@rjxcapital.com;
08.573.513/0001-01;TF GESTÃO DE RECURSOS LTDA;--;2010-05-11;2016-09-04;CANCELAMENTO A PEDIDO;CANCELADA;2016-09-04;Gestor de Carteira;;PRIVADO;SEDE;Avenida das Américas 3500;bloco 5, sala 415;BARRA DA TIJUCA;RIO DE JANEIRO;RJ;22640102;21;24312585;;;bods@rjxcapital.com;
13.194.316/0001-03;TG CORE ASSET LTDA;TG CORE ASSET;2013-07-11;;;EM FUNCIONAMENTO NORMAL;2013-07-11;Gestor de Carteira;;PRIVADO;SEDE;RUA PROFESSOR ATÍLIO INNOCENTI, Nº 474, CONJUNTOS 1105 E 1106, ED. LEAD OFFICES;19º ANDAR;VILA NOVA CONCEIÇÃO;SÃO PAULO;SP;4538001;62;37731500;;;compliance@tgcore.com.br;www.tgcore.com.br
43.217.614/0001-32;THE FORTUNE ONE - INVESTIMENTOS E GESTÃO DE RECURSOS LTDA.;THE FORTUNE ONE - INVESTIMENTOS E GESTÃO DE RECURSOS LTDA.;2022-01-12;;;EM FUNCIONAMENTO NORMAL;2022-01-12;Gestor de Carteira;;PRIVADO;SEDE;ALAMEDA RIO NEGRO, 1.030/15º ANDAR CJ 1502;;ALPHAVILLE INDUSTRIAL;BARUERI;SP;6454000;11;42106093;;;institucional@thefortune.one;www.thefortune.one
73.004.715/0001-96;THECA EMPREENDIMENTOS E PARTICIPAÇÕES LTDA;THECA;1995-02-01;2011-11-10;CANCELAMENTO A PEDIDO;CANCELADA;2011-11-10;;;PRIVADO;SEDE;AVENIDA NOVE DE JULHO, 4939;3 AND TORRE EUROPA;JARDIM PAULISTA;SÃO PAULO;SP;1407200;11;25041100;13672553.72;2000-12-31;joseramon@theca.com.br;
35.239.437/0001-67;THRUST ADMINISTRADORA DE CARTEIRAS DE VALORES MOBILIÁRIOS LTDA.;THRUST CAPITAL MANAGEMENT;2020-06-10;2021-02-17;CANCELAMENTO A PEDIDO;CANCELADA;2021-02-17;Gestor de Carteira;;PRIVADO;SEDE;RUA JOSÉ LOUREIRO, 347/1º ANDAR SL 1;;CENTRO;CURITIBA;PR;80010000;41;32243222;;;contato@thrust-capital.com.br;www.thrust-capital.com.br
04.506.349/0001-50;TIMING GESTÃO DE RECURSOS LTDA;TIMING GESTÃO DE RECURSOS LTDA;2001-10-26;2007-03-29;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2007-03-29;;;PRIVADO;SEDE;RUA SETE DE SETEMBRO 98/SL 703;PARTE;CENTRO;RIO DE JANEIRO;RJ;20050002;021;25075323;;;;
10.442.603/0001-05;TITAN CAPITAL GESTÃO DE RECURSOS LTDA.;--;2009-12-07;;;EM FUNCIONAMENTO NORMAL;2009-12-07;Gestor de Carteira;;PRIVADO;SEDE;AVENIDA ENGENHEIRO LUÍS CARLOS BERRINI;SALA 905/907;CIDADE MONÇÕES;SÃO PAULO;SP;4571010;31;36564979;;;compliance@titancapital.com.br;www.titancapital.com.br
37.270.719/0001-52;TITANIUM INVEST GESTÃO DE INVESTIMENTOS LTDA.;TITANIUM ASSET;2020-11-13;;;EM FUNCIONAMENTO NORMAL;2020-11-13;Gestor de Carteira;;PRIVADO;SEDE;AV. BRIGADEIRO FARIA LIMA, 3477;20º ANDAR, TORRE B;ITAIM BIBI;SÃO PAULO;SP;4538133;01;51999797;;;guilherme@titaniumasset.com.br;www.titaniumasset.com.br
32.229.544/0001-16;TITULO EMP PART NEG LTDA;TITULO EMP PART NEG;1995-10-02;2001-05-30;CANCELAMENTO A PEDIDO;CANCELADA;2001-05-30;;;PRIVADO;SEDE;R. VOLUNTÁRIOS DA PÁTRIA, 435;5° ANDAR;BOTAFOGO;RIO DE JANEIRO;RJ;22270000;21;22311422;;;;
21.008.402/0001-02;TM3 CAPITAL S.A.;TM3 CAPITAL;2015-04-29;;;EM FUNCIONAMENTO NORMAL;2015-04-29;Gestor de Carteira;;PRIVADO;SEDE;RUA HEITOR STOCKLER DE FRNAÇA, Nº 396;SALA 801;CENTRO CÍVICO;CURITIBA;PR;80030030;41;31210800;;;operacional@tm3.capital;https://tm3.capital/
18.313.996/0001-50;TMF BRASIL SERVICOS DE ADMINISTRACAO DE FUNDOS LTDA;TMF BRASIL SERVICOS DE ADMINISTRACAO DE FUNDOS LTDA;2013-08-20;;;EM FUNCIONAMENTO NORMAL;2013-08-20;Administrador Fiduciário e Gestor de Carteira;Fundos Especiais;PRIVADO;SEDE;RUA DOS PINHEIROS;870, 22º E 23º ANDARES;PINHEIROS;SÃO PAULO;SP;5422001;11;35884770;;;juridico@tmf-group.com;www.paratycapital.com
10.230.789/0001-20;TMF CONSULTORIA FINANCEIRA LTDA;--;2010-03-11;2014-09-12;CANCELAMENTO A PEDIDO;CANCELADA;2014-09-12;;;PRIVADO;SEDE;RUA PRUDENTE DE MORAES, 1415;Apartamento 406;IPANEMA;RIO DE JANEIRO;RJ;22420043;21;25555507;;;backoffice@tmfgestao.com.br;
26.289.159/0001-61;TNA - EXPORTAÇÃO DE SERVIÇOS DE CONSULTORIA E GESTÃO LTDA;TNA - EXPORTAÇÃO DE SERVIÇOS DE CONSULTORIA E GESTÃO LTDA;2017-09-05;;;EM FUNCIONAMENTO NORMAL;2017-09-05;Gestor de Carteira;;PRIVADO;SEDE;RUA ATAULFO DE PAIVA, 1351;4º ANDAR;LEBLON;RIO DE JANEIRO;RJ;22440034;21;32059494;;;notificacoes@tnae.com.br;www.tnae.com.br
30.791.155/0001-54;TORDESILHAS CAPITAL GESTORA DE RECURSOS LTDA.;-----;2018-07-27;;;EM FUNCIONAMENTO NORMAL;2018-07-27;Gestor de Carteira;;PRIVADO;SEDE;RUA TABAPUÃ, 841/3º ANDAR;CJ 35 SL A;ITAIM BIBI;SÃO PAULO;SP;4533013;11;31975970;;;thiago@tordecap.com;
16.878.742/0001-54;TORK CAPITAL GESTÃO DE RECURSOS LTDA;--;2012-12-11;;;EM FUNCIONAMENTO NORMAL;2012-12-11;Gestor de Carteira;;PRIVADO;SEDE;VICONDE DE PIRAJA 433;201;IPANEMA;RIO DE JANEIRO;RJ;22410003;21;35546240;;;administrativo@torkcapital.com;www.torkcapital.com.br
33.931.957/0001-00;TOTAL S/A DTVM;TOTAL;1992-08-24;1995-05-02;;CANCELADA;1995-05-02;;;PRIVADO;SEDE;RUA SAO JOSE, 40/ 11 ANDAR;;;RIO DE JANEIRO;RJ;20010020;21;22404722;1731247.71;1996-12-31;;
29.384.013/0001-93;TOTAL SA CCVM;TOTAL CCVM;1992-08-24;1995-05-02;;CANCELADA;1995-05-02;;;PRIVADO;SEDE;R OUVIDOR 121 - 4 AND;;;RIO DE JANEIRO;RJ;20040030;21;22240052;586679.20;1995-12-31;;
11.089.720/0001-91;TOTEM INVESTIMENTOS E GESTÃO DE RECURSOS LTDA.;--;2009-11-06;2017-11-22;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2017-11-22;Gestor de Carteira;;PRIVADO;SEDE;AV. DAS AMERICAS, 3301;BL5 S 201;BARRA DA TIJUCA;RIO DE JANEIRO;RJ;22631003;21;22174250;;;contato@toteminvest.com.br;www.toteminvest.com.br
12.747.548/0001-89;TOV GESTÃO DE RECURSOS LTDA.;TOV INVESTIMENTOS;2011-04-07;2017-06-07;CANCELAMENTO A PEDIDO;CANCELADA;2017-06-07;Gestor de Carteira;;PRIVADO;SEDE;rua Joaquim Antunes, 246;;Jardim Paulistano;SÃO PAULO;SP;5415000;11;27872838;;;fernandobheller@gmail.com;
40.788.864/0001-34;TOWER THREE RV GESTORA DE RECURSOS LTDA.;-----;2021-04-09;;;EM FUNCIONAMENTO NORMAL;2021-04-09;Gestor de Carteira;;PRIVADO;SEDE;RUA TENENTE NEGRÃO, 140/CJ 62;;ITAIM BIBI;SÃO PAULO;SP;4530030;11;999855555;;;financas@asainvestments.com.br;www.tower3.com.br
35.098.801/0001-16;TPE GESTORA DE RECURSOS LTDA.;TPE;2020-08-11;;;EM FUNCIONAMENTO NORMAL;2020-08-11;Gestor de Carteira;;PRIVADO;SEDE;AV. MAGALHÃES DE CASTRO, 4.800;TORRE 1, 12º ANDAR;JARDIM PANORAMA;SÃO PAULO;SP;5676120;11;30745829;;;financeiro@tarpon.com.br;www.tarpon.com.br
27.911.387/0001-94;TRADER CONSULTORIA E PARTICIPAÇÕES LTDA.;TRADER DTVM L;1994-04-29;1995-03-14;;CANCELADA;1995-03-14;;;PRIVADO;SEDE;AV NILO PECANHA 50 GR 1512;;;RIO DE JANEIRO;RJ;20020100;21;400062;168579.84;1996-12-31;;
20.710.453/0001-19;TRAFALGAR GESTÃO DE RECURSOS LTDA.;TRAFALGAR GESTÃO;2014-10-09;;;EM FUNCIONAMENTO NORMAL;2014-10-09;Gestor de Carteira;;PRIVADO;SEDE;RUA AMAURI, Nº 255;11º ANDAR;JD. EUROPA;SÃO PAULO;SP;1448000;11;48619700;;;paulo.corchaki@trafalgarinvest.com.br;www.trafalgarinvest.com.br
42.155.153/0001-58;TRANSFERO GESTORA DE RECURSOS LTDA.;TRANSFERO ASSET;2021-11-23;;;EM FUNCIONAMENTO NORMAL;2021-11-23;Gestor de Carteira;;PRIVADO;SEDE;RUA ANÍBAL DE MENDONÇA, 27/SALA 101;;IPANEMA;RIO DE JANEIRO;RJ;22410050;21;22256001;;;contato@transferoasset.com.br;www.transferoasset.com.br
05.875.277/0001-81;TRAVESSIA CAPITAL ASSET MANAGEMENT LTDA;TRAVESSIA CAPITAL;2005-06-03;;;EM FUNCIONAMENTO NORMAL;2005-06-03;Gestor de Carteira;;PRIVADO;SEDE;AV PRESIDENTE JUSCELINO KUBITSCHECK, 1600;CONJ.  142 SALA L;ITAIM BIBI;SÃO PAULO;SP;4543000;11;35460900;;;travessiacapital@travessiacapital.com.br;https://www.travessiacapital.com.br/
05.875.277/0001-81;TRAVESSIA CAPITAL ASSET MANAGEMENT LTDA;TRAVESSIA CAPITAL;2004-03-02;2004-10-28;CANCELAMENTO A PEDIDO;CANCELADA;2004-10-28;;;PRIVADO;SEDE;AV PRESIDENTE JUSCELINO KUBITSCHECK, 1600;CONJ.  142 SALA L;ITAIM BIBI;SÃO PAULO;SP;4543000;11;35460900;;;travessiacapital@travessiacapital.com.br;
15.300.931/0001-82;TREECORP PARTNERS GESTORA LTDA;--;2013-05-07;;;EM FUNCIONAMENTO NORMAL;2013-05-07;Gestor de Carteira;;PRIVADO;SEDE;AV. BRIGADEIRO FARIA LIMA;Nº 2055 CONJ. 102;JD. PAULISTANO;SÃO PAULO;SP;1452001;11;23652220;;;contato@treecorpgestora.com;www.treecorpinvest.com
09.240.891/0001-28;TREK INVESTIMENTOS LTDA;--;2009-01-08;;;EM FUNCIONAMENTO NORMAL;2009-01-08;Gestor de Carteira;;PRIVADO;SEDE;RUA MIRANDA VALVERDE 64;;BOTAFOGO;RIO DE JANEIRO;RJ;22281000;21;35903360;;;compliance@trekinvest.com.br;http://www.trekinvest.com.br/
48.880.116/0001-99;TRENDBANK S/A FOMENTO MERCANTIL;TRENDBANK S/A FOMENTO MERCANTIL;2004-04-13;2016-07-13;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2016-07-13;Gestor de Carteira;;PRIVADO;SEDE;Av Brigadeiro Faria Lima, 2055;11º Andar;Jd. Paulistano;SÃO PAULO;SP;1451001;11;30395900;;;amello@trendbank.com.br;
10.909.830/0001-90;TRENDING GESTÃO DE RECURSOS LTDA;TRENDING ASSET;2009-09-21;2019-02-04;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2019-02-04;Gestor de Carteira;;PRIVADO;SEDE;AVENIDA PAULISTA, 1636;CONJ. 1608;CERQUEIRA CÉSAR;SÃO PAULO;SP;1310200;11;29255659;;;fabricio@oakasset.com.br;www.trendingasset.com.br
09.575.006/0001-61;TRESÁ INVESTIMENTOS LTDA.;--;2009-09-22;;;EM FUNCIONAMENTO NORMAL;2009-09-22;Gestor de Carteira;;PRIVADO;SEDE;RUA MIGUEL DE FRIAS 77;BLOCO 3 APTO.1103;ICARAÍ;NITERÓI;RJ;24220901;21;984591967;;;contato@tresainvest.com.br;www.tresainvest.com.br
