TP_PARTIC;CNPJ;DENOM_SOCIAL;DENOM_COMERC;DT_REG;DT_CANCEL;MOTIVO_CANCEL;SIT;DT_INI_SIT;CD_CVM;SETOR_ATIV;CONTROLE_ACIONARIO;VL_PATRIM_LIQ;DT_PATRIM_LIQ;TP_ENDER;LOGRADOURO;COMPL;BAIRRO;MUN;UF;PAIS;CEP;DDD_TEL;TEL;DDD_FAX;FAX;EMAIL
DISTRIBUIDORAS;62.124.722/0001-05;SOUZA CRUZ DTVM SA;SOUZA CRUZ;1968-06-11;2006-09-15;INCORPORAÇÃO;CANCELADA;2006-09-15;2712;;;20174479.39;2005-12-31;SEDE;RUA CANDELARIA, 66;8º ANDAR;CENTRO;RIO DE JANEIRO;RJ;BRASIL;20091900;21;38499184;21;38499621;antonio.duarte.castro@scruz.com.br
DISTRIBUIDORAS;17.365.255/0001-50;SOVALORES S/A DTVM;SOVALORES;1968-02-16;1996-09-09;;CANCELADA;1996-09-09;469;;;150987.72;1995-12-31;SEDE;RUA DA QUITANDA, 68 - 4§ ANDAR;;;RIO DE JANEIRO;RJ;BRASIL;20011030;21;22215657;;;
DISTRIBUIDORAS;92.733.369/0001-21;SPAC DTVM LTDA;SPAC;1991-03-13;2012-05-10;DESATIVADO(A);CANCELADA;2012-05-10;5339;;PRIVADO;;;SEDE;AV.RIO BRANCO,57-GR 907/911;;;RIO DE JANEIRO;RJ;BRASIL;20040000;21;22424971;;;
DISTRIBUIDORAS;69.151.330/0001-84;SPLIT DIST TIT VAL MOB LTDA;SPLIT DTVM LTDA;1992-10-21;1999-07-16;CANCELAMENTO/MUDANÇA DE OBJETIVOS SOCIAIS;CANCELADA;1999-07-16;4464;;PRIVADO;1354606.31;1996-12-31;SEDE;R SERGIPE 475/ 2 ANDAR SL. 210;;;SÃO PAULO;SP;BRASIL;1243001;;;;;
DISTRIBUIDORAS;62.238.977/0001-07;SPOT DTVM S/A;INTERPACIFICO;1968-10-11;1988-07-27;CANCELADO NO AS400;CANCELADA;1988-07-27;3000;;;427311711.39;1990-12-31;SEDE;RUA AMARO GUERRA, 721;;;SÃO PAULO;SP;BRASIL;4711;011;5222915;;;
DISTRIBUIDORAS;64.711.484/0001-60;SPREAD DTVM LTDA;SPREAD;1990-09-26;1992-07-03;CANCELADO NO AS400;CANCELADA;1992-07-03;4090;;;317155472.90;1991-12-31;SEDE;R.HADDOCK LOBO,1307/5 ANDAR;;;SÃO PAULO;SP;BRASIL;1414001;11;8815499;;;
DISTRIBUIDORAS;64.711.484/0001-60;SPREAD DTVM LTDA;SPREAD;1995-02-14;2012-04-10;DESATIVADO(A);CANCELADA;2012-04-10;5347;;PRIVADO;317155472.90;1991-12-31;SEDE;R.HADDOCK LOBO,1307/5 ANDAR;;;SÃO PAULO;SP;BRASIL;1414001;11;8815499;;;
DISTRIBUIDORAS;46.083.267/0001-90;SPRIND CONSULTORIA E PARTICIPAÇÕES LTDA;SPRIND DTVM LTDA;1968-07-31;2003-07-23;CANCELAMENTO/MUDANÇA DE OBJETIVOS SOCIAIS;CANCELADA;2003-07-23;1872;;;2457128.64;2002-12-31;SEDE;AV.GRACA ARANHA,416;;;RIO DE JANEIRO;RJ;BRASIL;20033900;21;25334822;21;25337299;valsprind@openlink.com.br
DISTRIBUIDORAS;00.243.567/0001-99;STAUT DIST TIT VAL MOB LTDA;STAUT DTVM LTDA;1994-12-05;1996-12-05;;CANCELADA;1996-12-05;5169;;PRIVADO;249349.78;1995-12-31;SEDE;R MARIA MONTEIRO 605;;;CAMPINAS;SP;BRASIL;13025151;0192;543436;;;
DISTRIBUIDORAS;68.499.920/0001-30;STONE DTVM LTDA;STONE;1992-09-09;1996-11-29;;CANCELADA;1996-11-29;4448;;PRIVADO;141662.10;1995-12-31;SEDE;R.RIO DE JANEIRO,600-2§ ANDAR;;;BELO HORIZONTE;MG;BRASIL;30160041;31;2716144;;;
DISTRIBUIDORAS;62.090.873/0001-90;STONEX DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;StoneX DTVM;1968-05-09;;;EM FUNCIONAMENTO NORMAL;1968-05-09;2658;;;92662032.10;2021-12-31;SEDE;RUA JOAQUIM FLORIANO 413;14ºANDAR;ITAIM BIBI;SÃO PAULO;SP;;4534011;11;35095400;11;39386784;jorge.nascimento@stonex.com
DISTRIBUIDORAS;33.884.628/0001-56;SUDAMERIS DTVM SA;SUDAMERIS - DIST;1968-08-26;2009-08-17;INCORPORAÇÃO;CANCELADA;2009-08-17;1686;;;2018315892.48;2008-12-31;SEDE;AV PAULISTA, 1374;3 ANDAR - PARTE;CERQUEIRA CESAR;SÃO PAULO;SP;BRASIL;1310916;11;31746663;11;31746351;luciane.ribeiro@bancoreal.com.br
DISTRIBUIDORAS;62.245.832/0001-25;SUL AMERICA DTVM S/A;SUL AMERICA;1968-05-30;1998-05-06;CANCELAMENTO/MUDANÇA DE OBJETIVOS SOCIAIS;CANCELADA;1998-05-06;3018;;;1198034.18;1997-12-31;SEDE;RUA DA QUITANDA, 86 - PARTE;;;RIO DE JANEIRO;RJ;BRASIL;20091000;21;30407;;;
DISTRIBUIDORAS;32.206.435/0001-83;SUL AMERICA INVESTIMENTOS DTVM S.A.;SUL AMERICA INVESTIMENTOS DTVM SA;1988-09-06;;;EM FUNCIONAMENTO NORMAL;1988-09-06;1031;;;152005148.61;2021-12-31;SEDE;RUA DOS PINHEIROS, Nº 1673;12º A,NORTE, SL II;PINHEIROS;SÃO PAULO;SP;BRASIL;5422012;11;37794841;11;37582116;mariaaugusta.mosca@sulamerica.com.br
DISTRIBUIDORAS;61.679.874/0001-01;SUPERVIELLE PARTICIPAÇÕES LTDA;EXPRINTER;1989-08-29;2009-10-15;CANCELAMENTO/MUDANÇA DE OBJETIVOS SOCIAIS;CANCELADA;2009-10-15;2445;;;1850728.69;2008-12-31;SEDE;AV. BRIG. FARIA LIMA, 1461;8º ANDAR;PINHEIROS;SÃO PAULO;SP;BRASIL;1451001;11;40828914;11;40828940;arone@banex.com.br
DISTRIBUIDORAS;08.030.140/0001-14;SUPRA GESTÃO DE NEGÓCIOS LTDA;SUPRA CVM LTDA;2002-11-13;2009-10-22;CANCELAMENTO/MUDANÇA DE OBJETIVOS SOCIAIS;CANCELADA;2009-10-22;6114;;;1790213.35;2008-12-31;SEDE;RUA DA CONSOLAÇÃO, 247;11 ANDAR;CENTRO;SÃO PAULO;SP;BRASIL;1301903;011;32576744;11;32576744;daniela@ssupradtvm.com.br
DISTRIBUIDORAS;62.204.631/0001-80;SUPRA S/A DTVM;;1968-07-29;1993-08-20;CANCELADO NO AS400;CANCELADA;1993-08-20;2879;;;985817166.87;1991-12-31;SEDE;R CONSOLACAO 247 CJ 1111;;;SÃO PAULO;SP;BRASIL;1301000;11;2576744;;;
DISTRIBUIDORAS;86.766.102/0001-38;TAS DTVM LTDA;TAS;1994-01-31;1998-06-16;FALENCIA;CANCELADA;1998-06-16;4898;;PRIVADO;245043.92;1995-12-31;SEDE;AV.GRACA ARANHA,182-3 E 4 AND;;CENTRO;RIO DE JANEIRO;RJ;BRASIL;20030001;21;25323243;;;
DISTRIBUIDORAS;66.616.632/0001-92;TATICA S.A. DTVM;TATICA;1991-07-03;2019-02-04;EXTINÇÃO;CANCELADA;2019-02-04;4308;;;80601.17;2018-12-31;SEDE;RUA CAMPOS BICUDO, 98;101;ITAIM BIBI;SÃO PAULO;SP;BRASIL;4536010;11;30665100;11;30665101;tatica@tatica.com.br
DISTRIBUIDORAS;00.283.299/0001-39;TEAM DTVM LTDA;TEAM;1994-07-28;1996-03-21;;CANCELADA;1996-03-21;5207;;PRIVADO;151135.31;1995-12-31;SEDE;AV RIO BRANCO 125/8 ANDAR;;;RIO DE JANEIRO;RJ;BRASIL;20040006;;;;;
DISTRIBUIDORAS;62.213.632/0001-90;TEC-INVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIÁRIOS LTDA;TEC-INVEST;1989-08-28;1999-12-29;FALENCIA;CANCELADA;1999-12-29;5355;;PRIVADO;354933561.51;1988-12-31;SEDE;R DA QUITANDA 19/ 9 ANDAR;;CENTRO;RIO DE JANEIRO;RJ;BRASIL;20011000;;;;;
DISTRIBUIDORAS;51.477.123/0001-59;TECBENS S.A. PARTICIPAÇÕES;TECBENS DTVM;1968-04-19;2002-10-21;CANCELAMENTO/MUDANÇA DE OBJETIVOS SOCIAIS;CANCELADA;2002-10-21;1961;;;0.00;2002-12-31;SEDE;RUA PEDROSO ALVARENGA, 1221;11 ANDAR;ITAIM BIBI;SÃO PAULO;SP;BRASIL;4531002;11;34434060;11;34434066;tecbens@tecbens.com.br
DISTRIBUIDORAS;68.942.861/0001-22;TECNICORP DTVM S/A;TECNICORP;1992-08-26;1999-07-26;CANCELAMENTO A PEDIDO;CANCELADA;1999-07-26;4430;;PRIVADO;423530.51;1998-12-31;SEDE;AV PREF OSMAR CUNHA 91/4 E 5 A;;CENTRO;FLORIANÓPOLIS;SC;BRASIL;88015100;48;2242733;;;
DISTRIBUIDORAS;17.393.802/0001-01;TEMPO DTVM LTDA;;1968-09-02;1995-04-05;CANCELADO NO AS400;CANCELADA;1995-04-05;515;;;6060549.61;1993-12-31;SEDE;R.ALAGOAS,1314-SL.407-ED.5 AV.;;;BELO HORIZONTE;MG;BRASIL;30130000;31;2277011;;;
DISTRIBUIDORAS;99.989.618/0001-93;TENDENCIA DTVM LTDA;;1991-01-03;1995-07-04;CANCELADO NO AS400;CANCELADA;1995-07-04;2097;;;0.00;1990-12-31;SEDE;AV BRIG FARIA LIMA,1383;;;SÃO PAULO;SP;BRASIL;1451;;;;;
DISTRIBUIDORAS;65.435.174/0001-22;TENDENCIA EMPREENDIMENTOS E PARTICIPACOES LTDA;BANCO DE INVESTIMENTO TENDENCIA S.A.;1991-01-03;2001-09-04;CANCELAMENTO/MUDANÇA DE OBJETIVOS SOCIAIS;CANCELADA;2001-09-04;4251;;;697340.53;2000-12-31;SEDE;AV BRIG FARIA LIMA 2092;20º. ANDAR;JD PAULISTANO;SÃO PAULO;SP;BRASIL;1452002;01;30970080;11;38166873;ouvidoria@tendencia.com.br
DISTRIBUIDORAS;09.284.666/0001-93;TERRA FUTURO EMPREENDIMENTOS S.A.;TERRA FUTUROS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;2008-04-14;2009-09-14;CANCELAMENTO/MUDANÇA DE OBJETIVOS SOCIAIS;CANCELADA;2009-09-14;6327;;;696638.91;2008-12-31;SEDE;RUA TENENTE NEGRÃO, 140;11º ANDAR;ITAIM BIBI;SÃO PAULO;SP;BRASIL;4530030;11;31656006;11;31656047;adriano@terrafuturos.com.br
DISTRIBUIDORAS;03.751.794/0001-13;TERRA INVESTIMENTOS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;TERRA INVESTIMENTOS CM LTDA.;2015-04-15;;;EM FUNCIONAMENTO NORMAL;2015-04-15;6599;;;59154794.81;2022-12-31;SEDE;RUA JOAQUIM FLORIANO, 100/5º;CJ 51 E 52;ITAIM BIBI;SÃO PAULO;SP;;4534000;11;31656046;;;infofundos@terrainvestimentos.com.br
DISTRIBUIDORAS;73.004.715/0001-96;THECA EMPREENDIMENTOS E PARTICIPAÇÕES LTDA;THECA;1993-09-27;1995-01-30;CANCELAMENTO/MUDANÇA DE OBJETIVOS SOCIAIS;CANCELADA;1995-01-30;4812;;;13867516.10;1999-12-31;SEDE;AVENIDA NOVE DE JULHO, 4939;3 AND TORRE EUROPA;JARDIM PAULISTA;SÃO PAULO;SP;BRASIL;1407200;11;25041100;11;25041109;joseramon@theca.com.br
DISTRIBUIDORAS;33.849.266/0001-62;TIBAGI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;TIBAGI;1968-04-15;1997-12-03;CANCELAMENTO/MUDANÇA DE OBJETIVOS SOCIAIS;CANCELADA;1997-12-03;1414;;;7432868.71;1996-12-31;SEDE;R.VSC.INHAUMA,37-S/501;;;RIO DE JANEIRO;RJ;BRASIL;20091000;021;2572537;;;
DISTRIBUIDORAS;62.042.890/0001-51;TIBRE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;ZOGBI;1968-04-15;2018-03-19;INCORPORAÇÃO;CANCELADA;2018-03-19;2569;;;55506631.84;2016-12-31;SEDE;CIDADE DE DEUS, PRÉDIO PRATA;4º ANDAR;VILA YARA;OSASCO;SP;BRASIL;6029900;11;36845122;11;36845449;4220.cleuza@bradesco.com.br
DISTRIBUIDORAS;58.232.208/0001-16;TIME - DTVM LTDA;TIME;1968-08-08;2006-06-08;CANCELAMENTO/MUDANÇA DE OBJETIVOS SOCIAIS;CANCELADA;2006-06-08;2259;;;1159098.55;2005-12-31;SEDE;AV. DAS AMERICAS, 500/ SL. 309;BL 16 C. DOWNTOWN;BARRA DA TIJUCA;RIO DE JANEIRO;RJ;BRASIL;22640100;21;31537962;21;31537516;time@mundivox.com.br
DISTRIBUIDORAS;57.582.264/0001-18;TORRE CORRETORA DE CÂMBIO S/A;TORRE CCTVM S.A.;1968-09-19;2001-01-31;CANCELAMENTO/MUDANÇA DE OBJETIVOS SOCIAIS;CANCELADA;2001-01-31;2119;;;731437.58;2000-12-31;SEDE;RUA BANDEIRA PAULISTA, 600;10 ANDAR CONJ. 102;ITAIM BIBI;SÃO PAULO;SP;BRASIL;4532001;051;2289338;51;2289338;torrecorretora@torrecorretora.com.br
DISTRIBUIDORAS;33.931.957/0001-00;TOTAL S/A DTVM;TOTAL;1996-07-03;1997-10-06;;CANCELADA;1997-10-06;5517;;;1731247.71;1996-12-31;SEDE;RUA SAO JOSE, 40/ 11 ANDAR;;;RIO DE JANEIRO;RJ;BRASIL;20010020;21;22404722;21;22628367;
DISTRIBUIDORAS;27.911.387/0001-94;TRADER CONSULTORIA E PARTICIPAÇÕES LTDA.;TRADER DTVM L;1982-05-11;1998-10-30;CANCELAMENTO/MUDANÇA DE OBJETIVOS SOCIAIS;CANCELADA;1998-10-30;760;;;168579.84;1996-12-31;SEDE;AV NILO PECANHA 50 GR 1512;;;RIO DE JANEIRO;RJ;BRASIL;20020100;21;400062;;;
DISTRIBUIDORAS;60.935.582/0001-20;TRANSBANCO DTVM S/A;TRANSBANCO DTVM;1989-04-19;1999-01-29;CANCELAMENTO/MUDANÇA DE OBJETIVOS SOCIAIS;CANCELADA;1999-01-29;2410;;;4108684.26;1998-12-31;SEDE;R.EMILIANO PERNETA 303/13 AND;;;CURITIBA;PR;BRASIL;80010050;41;3229001;;;
DISTRIBUIDORAS;02.276.653/0001-23;TRINUS CAPITAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;BBM ADMINISTRAÇÃO DE RECURSOS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;2006-12-14;;;EM FUNCIONAMENTO NORMAL;2006-12-14;6262;;;466677.70;2021-12-31;SEDE;RUA 72, 325;12 ANDAR;JARDIM GOIÁS;GOIÂNIA;GO;;74805480;021;37731500;;;compliance@trinusinvestimentos.com.br
DISTRIBUIDORAS;67.030.395/0001-46;TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;TRUSTEE DTVM LTDA;1995-06-06;;;EM FUNCIONAMENTO NORMAL;1995-06-06;5398;;PRIVADO;16100828.16;2021-12-31;SEDE;AV. BRIG. FARIA LIMA,3477;11º ANDAR - TORRE A;ITAIM BIBI;SÃO PAULO;SP;;4538133;11;21974400;;;juridicofundos@trusteedtvm.com.br
DISTRIBUIDORAS;71.582.092/0001-03;TRYCOMM DTVM LTDA;TRYCOMM;1993-06-09;1998-12-17;CANCELAMENTO/MUDANÇA DE OBJETIVOS SOCIAIS;CANCELADA;1998-12-17;4642;;PRIVADO;388271.55;1997-12-31;SEDE;AV. NOVE DE JULHO,4400;;JARDIM PAULISTA;SÃO PAULO;SP;BRASIL;1406100;11;8532777;;;
DISTRIBUIDORAS;59.608.174/0001-84;UAM - ASSESSORIA E GESTÃO DE INVESTIMENTOS LTDA.;UAM - ASSESSORIA E GESTÃO DE INVESTIMENTOS LTDA.;1988-10-03;1996-09-03;;CANCELADA;1996-09-03;2330;;;14829559.73;1999-12-31;SEDE;PÇA ALFREDO E. DE SOUZA 100;12º ANDAR;BROOKLIN NOVO;SÃO PAULO;SP;BRASIL;4344902;11;50292206;11;50291431;paulo.corchaki@itau-unibanco.com.br
DISTRIBUIDORAS;02.819.125/0001-73;UBS BRASIL CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS S.A.;LINK S.A. CORRETORA;1998-11-03;1999-03-17;CANCELAMENTO/MUDANÇA DE OBJETIVOS SOCIAIS;CANCELADA;1999-03-17;5681;;;0.00;1999-12-31;SEDE;AV. BRIGA. FARIA LIMA, 4.440;7º ANDAR/PARTE;ITAIM BIBI;SÃO PAULO;SP;;4538132;11;20506500;11;27676534;ol-compliance-brazil@ubs.com
DISTRIBUIDORAS;33.829.292/0001-29;UNIBANCO ASSET MANAGEMENT S/A DTVM;UNIBANCO ASSET MANAGEMENT S/A DTVM;1968-07-12;2009-09-30;INCORPORAÇÃO;CANCELADA;2009-09-30;1325;;;10645040.46;2008-12-31;SEDE;AV. DAS NAçõES UNIDAS 12901;23º E 24º AND PTE.;Brooklin Novo;SÃO PAULO;SP;BRASIL;5423901;11;21245605;11;21245690;relacionamento.bacen@itau-unibanco.com.br
DISTRIBUIDORAS;61.923.371/0001-30;UNIBANCO DTVM LTDA;;1968-04-17;1991-06-24;CANCELADO NO AS400;CANCELADA;1991-06-24;2470;;;488184466.83;1990-12-31;SEDE;AV EUZEBIO MATOSO 8 ANDAR;;;SÃO PAULO;SP;BRASIL;5423180;;;;;
DISTRIBUIDORAS;33.318.163/0001-76;ÚNICO DTVM S.A.;BNL DTVM;1968-10-11;2007-07-25;CANCELAMENTO/MUDANÇA DE OBJETIVOS SOCIAIS;CANCELADA;2007-07-25;1112;;;44380923.42;2006-12-31;SEDE;AVENIDA EUSÉBIO MATOSO, 891;;PINHEIROS;SÃO PAULO;SP;BRASIL;5423901;11;35844042;11;35844763;relacionamento.bacen@itau-unibanco.com.br
DISTRIBUIDORAS;17.162.744/0001-05;UNINVEST DTVM LTDA;;1990-01-01;1993-12-15;CANCELADO NO AS400;CANCELADA;1993-12-15;167;;;6470399.50;1989-12-31;SEDE;R.COLOMBIA, 578-SALA 01;;;SÃO PAULO;SP;BRASIL;1438001;;;;;
DISTRIBUIDORAS;82.016.270/0001-55;UP FINANÇAS E NEGÓCIOS S.A.;C & D DTVM;1990-03-01;2015-02-04;CANCELAMENTO/MUDANÇA DE OBJETIVOS SOCIAIS;CANCELADA;2015-02-04;4006;;PRIVADO;605411.61;2014-12-31;SEDE;RUA XV DE NOVEMBRO, 297;CONJ. 301;CENTRO;CURITIBA;PR;BRASIL;80020310;41;30141414;41;30141400;cherem@cdinvest.com.br
DISTRIBUIDORAS;17.429.036/0001-98;VALMINAS DTVM LTDA;;1968-10-21;1993-12-02;CANCELADO NO AS400;CANCELADA;1993-12-02;540;;;798052475.15;1992-12-31;SEDE;R CARMO,9 12 ANDAR;;;RIO DE JANEIRO;RJ;BRASIL;20011020;21;22214242;;;
DISTRIBUIDORAS;62.065.578/0001-83;VALOR CORRETORA DE CÂMBIO TÍTULOS E VALORES MOBILIÁRIOS LTDA. EM LIQUIDAÇÃO EXTRAJUDICIAL;VALOR CCTVM LTDA.;1968-05-16;1995-10-26;CANCELAMENTO/MUDANÇA DE OBJETIVOS SOCIAIS;CANCELADA;1995-10-26;2615;;;443670.54;1996-12-31;SEDE;R.JOAQUIM FLORIANO 831/ 1 AND.;SALA 02;ITAIM BIBI;SÃO PAULO;SP;BRASIL;4534013;11;8298487;11;8291946;
DISTRIBUIDORAS;33.886.813/0001-80;VERA CRUZ DTVM LTDA;VERA CRUZ;1968-10-31;2000-07-19;CANCELAMENTO/MUDANÇA DE OBJETIVOS SOCIAIS;CANCELADA;2000-07-19;1708;;;192387.69;1999-12-31;SEDE;RUA DA QUITANDA, 20 / SALA 603;;CENTRO;RIO DE JANEIRO;RJ;BRASIL;20011030;21;25074008;;;
DISTRIBUIDORAS;76.642.198/0001-79;VERTICE ASSET MANAGEMENT S/C LTDA;VERTICE;1968-09-18;2002-10-21;CANCELAMENTO/MUDANÇA DE OBJETIVOS SOCIAIS;CANCELADA;2002-10-21;3360;;;0.00;2002-12-31;SEDE;RUA SãO BENTO, 545;10ANDAR;CENTRO;SÃO PAULO;SP;BRASIL;1011904;11;31151970;11;31151970;vertice@vertice.com.br
DISTRIBUIDORAS;14.388.516/0001-60;VIC DTVM S/A;VIC;1977-05-08;;;EM FUNCIONAMENTO NORMAL;1977-05-08;116;;;150710012.16;2021-12-31;SEDE;RUA DA ASSEMBLEIA, 10;GRUPO 2701;CENTRO;RIO DE JANEIRO;RJ;;20011901;21;39709250;21;39709250;vicadler@uol.com.br
DISTRIBUIDORAS;00.336.708/0001-18;VIGO DTVM LTDA;VIGO;1994-11-16;1996-07-15;;CANCELADA;1996-07-15;5177;;PRIVADO;171475.84;1995-12-31;SEDE;R. ENG. FABIO GOULART,40;;;NITERÓI;RJ;BRASIL;24050090;21;25312278;;;
DISTRIBUIDORAS;21.112.244/0001-36;VINCI EMPREENDIMENTOS E PARTICIPAÇÕES LTDA.;APOGEO DISTRIBUIDORA DE T-TULOS E VALORES MOBILI-RIOS LTDA.;2015-01-15;2020-10-28;CANCELAMENTO/MUDANÇA DE OBJETIVOS SOCIAIS;CANCELADA;2020-10-28;6580;;;3897077.17;2019-12-31;SEDE;AVENIDA BARTOLOMEU MITRE, 336;PARTE;LEBLON;RIO DE JANEIRO;RJ;BRASIL;22431002;021;21596000;;;middleoffice@vincipartners.com
DISTRIBUIDORAS;62.339.981/0001-53;VITORIA DTVM S.A.;VITORIA;1968-11-06;1998-01-14;CANCELAMENTO/MUDANÇA DE OBJETIVOS SOCIAIS;CANCELADA;1998-01-14;3204;;;343287.17;1996-12-31;SEDE;R SABARA 566/ 20 AND.- CJ. 203;;HIGIENÓPOLIS;SÃO PAULO;SP;BRASIL;1239010;11;2140905;;;
DISTRIBUIDORAS;34.711.571/0001-56;VITREO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;;2019-12-13;;;EM FUNCIONAMENTO NORMAL;2019-12-13;6653;;;57631422.70;2021-12-31;SEDE;RUA JOAQUIM FLORIANO 960;16º ANDAR;ITAIM BIBI;SÃO PAULO;SP;;4534004;11;23941399;;;juridico@vitreo.com.br
DISTRIBUIDORAS;33.831.447/0001-61;VM DTVM LTDA;VM;1968-06-11;1997-06-27;LIQUIDAÇÃO EXTRAJUDICIAL;CANCELADA;1997-06-27;1341;;;196637.51;1995-12-31;SEDE;R.DO MERCADO,7-10§ ANDAR;;;RIO DE JANEIRO;RJ;BRASIL;20010120;21;22321019;;;
DISTRIBUIDORAS;22.610.500/0001-88;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;2015-12-08;;;EM FUNCIONAMENTO NORMAL;2015-12-08;6602;;;15530860.35;2021-12-31;SEDE;RUA GILBERTO SABINO, 215;4 ANDAR;PINHEIROS;SÃO PAULO;SP;;5425020;011;30307177;11;30307177;cvm@vortx.com.br
DISTRIBUIDORAS;64.835.226/0001-95;VR DTVM LTDA;VR;1990-09-26;;;EM FUNCIONAMENTO NORMAL;1990-09-26;4294;;;5385161.55;2021-12-31;SEDE;AVENIDA DOS BANDEIRANTES,460;1 ANDAR;BROOKLIN NOVO;SÃO PAULO;SP;;4553900;11;41347508;;;almirds@vr.com.br
DISTRIBUIDORAS;31.118.813/0001-04;WABE DTVM LTDA;WABE;1968-02-16;1997-07-23;;CANCELADA;1997-07-23;914;;;406225.64;1996-12-31;SEDE;R. DA QUITANDA,68-11§ AND-1104;;;RIO DE JANEIRO;RJ;BRASIL;20011030;21;22219918;;;
DISTRIBUIDORAS;62.257.589/0001-65;WALL STREET DTVM LTDA-LIQ EXT;;1968-09-18;1994-07-21;CANCELADO NO AS400;CANCELADA;1994-07-21;3034;;;24876533.04;1991-12-31;SEDE;R PROF ALVARO GUERRA, 98;;;SÃO PAULO;SP;BRASIL;1450000;;;;;
DISTRIBUIDORAS;36.125.722/0001-10;WARRANT DTVM LTDA;WARRANT DTVM LTDA;1990-04-11;2000-03-01;CANCELAMENTO A PEDIDO;CANCELADA;2000-03-01;3972;;PRIVADO;3731971.01;1999-12-31;SEDE;AV ALM BARROSO 63 S/1006;;;RIO DE JANEIRO;RJ;BRASIL;20031003;021;2205055;;;
DISTRIBUIDORAS;07.437.241/0001-41;WESTERN ASSET MANAGEMENT COMPANY DTVM LIMITADA;WESTERN ASSET;2008-10-01;;;EM FUNCIONAMENTO NORMAL;2008-10-01;6360;;;118675760.23;2021-12-31;SEDE;AV. PRES. JUSCELINO KUBITSCHEK;1455,15 AND,CJ 152;ITAIM;SÃO PAULO;SP;BRASIL;4543011;11;34785083;11;34785089;wacompliancesaopaulo@westernasset.com
DISTRIBUIDORAS;73.751.018/0001-07;WINDOW DIST TIT VAL MOB LTDA;WINDOW DTVM LTDA;1994-01-05;2000-09-25;CANCELAMENTO/MUDANÇA DE OBJETIVOS SOCIAIS;CANCELADA;2000-09-25;4871;;PRIVADO;651390.28;1999-12-31;SEDE;AV.RIO BRANCO,116/11 AND-PARTE;;CENTRO;RIO DE JANEIRO;RJ;BRASIL;20050005;21;22420045;;;
DISTRIBUIDORAS;45.854.066/0001-87;WNT CAPITAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,;WNT DTVM;2022-09-28;;;EM FUNCIONAMENTO NORMAL;2022-09-28;6823;;;4000000.00;2021-12-31;SEDE;AV. BRIGADEIRO FARIA LIMA, Nº 3.477;CONJ. 81, SALA 07;ITAIM BIBI;SÃO PAULO;SP;;4538133;11;30101001;11;30101001;mariaeugenia@wtndtvm.com
DISTRIBUIDORAS;44.475.245/0001-40;XP DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;XP DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;2022-03-28;;;EM FUNCIONAMENTO NORMAL;2022-03-28;6807;;;1509643.01;2021-12-31;SEDE;AV. ATAULFO DE PAIVA, 153/5º ANDAR (PARTE);;LEBLON;RIO DE JANEIRO;RJ;;22440033;21;35261300;;0;juridico.regulatorio@xpi.com.br
ENTIDADES ADMINISTRADORAS DE MERCADO ORGANIZADO;09.346.601/0001-25;B3 S.A. - BRASIL, BOLSA, BALCÃO;B3;2008-05-08;;;EM FUNCIONAMENTO NORMAL;2008-05-08;175;Bolsas de Valores/Mercadorias e Futuros;PRIVADO;;;SEDE;Praça Antonio Prado, 48;7º andar;Centro;SÃO PAULO;SP;BRASIL;1010901;11;25654000;;;societariob3@b3.com.br
ENTIDADES ADMINISTRADORAS DE MERCADO ORGANIZADO;13.944.545/0001-06;BBCE - BALCAO BRASILEIRO DE COMERCIALIZACAO DE ENERGIA S.A.;BBCE - BALCAO BRASILEIRO DE COMERCIALIZACAO DE ENERGIA S.A.;2020-06-16;;;EM FUNCIONAMENTO NORMAL;2020-06-16;183;;PRIVADO;;;SEDE;AVENIDA SAO GABRIEL 477;ANDAR 2;JARDIM PAULISTA;SÃO PAULO;SP;;1435001;11;30770900;;;juridico@bbce.com.br
