CD_CVM;CNPJ;DENOM_SOCIAL;SIT;DT_INI_SIT;TP_ENDER;LOGRADOURO;COMPL;BAIRRO;MUN;UF;CEP
12963;27.905.964/0001-35;MV AUDITORES INDEPENDENTES S/S;ATIVO;2019-07-30;SEDE;RUA LAURO MULLER, 860;SALAS 207 E 208;NAVEGANTES;PORTO ALEGRE;RS;90240130
3638;47.194.915/0001-49;NARA - KOISEKI AUDITORES INDEPENDENTES;ATIVO;1978-11-01;SEDE;RUA CONCEIÇÃO VELOSO, 205;;VILA MARIANA;SÃO PAULO;SP;4110120
3034;92.838.150/0001-97;NARDON, NASI - AUDITORES INDEPENDENTES S/S EPP;ATIVO;1978-11-01;SEDE;RUA DR. FLORÊNCIO YGARTUA, 270 - ED. PARK TOWER;9º ANDAR;MOINHOS DE VENTO;PORTO ALEGRE;RS;90430010
3034;92.838.150/0001-97;NARDON, NASI - AUDITORES INDEPENDENTES S/S EPP;ATIVO;1978-11-01;FILIAL CURITIBA;PRAÇA OSORIO;379 - 10. AND;;CURITIBA;PR;80020010
12033;19.280.834/0001-26;NEXT AUDITORES INDEPENDENTES S/S LTDA.;ATIVO;2014-01-22;SEDE;RUA ITAPIRANGA, 233;SALA 16;VELHA;BLUMENAU;SC;89036230
10634;08.347.086/0001-35;NOVA MASTER AUDITORES INDEPENDENTES;ATIVO;2007-01-08;SEDE;RUA DOMINGOS DE MORAIS, 2777;9º ANDAR - CJ. 92;VILA MARIANA;SÃO PAULO;SP;4035001
6831;01.678.460/0001-36;NUNES FERREIRA AUDITORES INDEPENDENTES S/S;ATIVO;1997-07-04;SEDE;R. LOURENCO PINTO 196 CJ. 1001;;CENTRO;CURITIBA;PR;80010160
13340;48.328.534/0001-78;NUSS, ARAUJO & POLITELO AUDITORES INDEPENDENTES;ATIVO;2023-03-30;SEDE;RUA GUSTAVO ZIMMERMANN, 5260;FUNDOS;ITOUPAVA CENTRAL;BLUMENAU;SC;89063000
7927;59.941.765/0001-79;OLIVEIRA & ASSOCIADOS AUDITORES INDEPENDENTES;ATIVO;1999-08-06;SEDE;AV. ROLAND GARROS;Nº 309;JD. BRASIL;SÃO PAULO;SP;2235000
8702;03.912.825/0001-70;OPINIÃO AUDITORES INDEPENDENTES;ATIVO;2000-09-01;SEDE;RUA SÃO JOSÉ, 90;SALA 2006;CENTRO;RIO DE JANEIRO;RJ;20010020
5223;65.082.513/0001-34;OPINION AUDITORES INDEPENDENTES EPP;ATIVO;1991-08-09;SEDE;RUA HENRIQUE SERTÓRIO, 564;13º AND. - S. 1303;TATUAPÉ;SÃO PAULO;SP;3066065
3310;17.171.307/0001-58;ORPLAN - AUDITORES INDEPENDENTES;ATIVO;1978-11-01;SEDE;RUA RIO DE JANEIRO, 1005;SALA 1201;CENTRO;BELO HORIZONTE;MG;30160043
12940;31.530.945/0001-49;OWL AUDITORES INDEPENDENTES SOCIEDADE UNIPESSOAL DE NATUREZA SIMPLES LTDA;ATIVO;2019-03-19;SEDE;SHN, QD 01, CONJ A, BL. A - ED LE QUARTIER HOTEL E BUREAU;SALA 615;ASA NORTE;BRASÍLIA;DF;70701000
11576;12.446.321/0001-01;P & L AUDITORES INDEPENDENTES S/S;ATIVO;2011-05-12;SEDE;AV. DES. MOREIRA;Nº 1701 - SL. 101;ALDEOTA;FORTALEZA;CE;60170001
12114;10.826.120/0001-04;PADIANI AUDITORES INDEPENDENTES LTDA.;ATIVO;2014-05-13;SEDE;RUA CÉLIO LUIZ ZANOTTO;Nº 85, SALA 02;FLORA VILLE;BOITUVA;SP;18550800
5711;67.185.280/0001-20;PADRAO AUDITORIA S/S;ATIVO;1992-08-25;SEDE;RUA MAJOR MARAGLIANO, 341;;VILA MARIANA;SÃO PAULO;SP;4017030
10375;07.435.254/0001-81;PAES DE MENEZES AUDITORES ASSOCIADOS S/S;ATIVO;2005-10-03;SEDE;RUA MARECHAL DEODORO;Nº 235 - SL. 41;CENTRO;SÃO JOÃO DA BOA VISTA;SP;13870223
8834;02.694.572/0001-43;PAIVA AUDITORES INDEPENDENTES;ATIVO;2000-11-30;SEDE;RUA MAESTRO CARDIM, 1.191;12 ANDAR -CJTO 123;PARAISO;SÃO PAULO;SP;1323001
9156;68.720.242/0001-93;PARANÁ AUDITORES ASSOCIADOS S/S;ATIVO;2001-10-02;SEDE;AVENIDA REPUBLICA ARGENTINA. 2275;SALA 714;PORTAO;CURITIBA;PR;80610260
12122;08.903.743/0001-83;PARKER RUSSELL BRASIL AUDITORES INDEPENDENTES S/S LTDA.;ATIVO;2014-05-15;SEDE;AV. LINS DE VASCONCELOS, 1042;CONJUNTO 93;ACLIMAÇÃO;SÃO PAULO;SP;1538000
11010;05.992.740/0001-75;PARTNER AUDITORES INDEPENDENTES S/S;ATIVO;2008-10-01;SEDE;RUA ITAPICURU, 613 - CJ. 114 -;19º SUBDISTRITO;PERDIZES;SÃO PAULO;SP;5006000
4596;03.604.238/0001-14;PELEGRINI & RODRIGUES AUDITORES INDEPENDENTES S/S;ATIVO;1989-06-15;SEDE;SBS - QD 02 - BLOCO E,  Nº 12;SL 601;ASA SUL;BRASÍLIA;DF;70070120
11975;18.227.733/0001-29;PEMOM AUDITORES INDEPENDENTES LTDA.;ATIVO;2013-07-12;SEDE;AV.FRANCISCO MATARAZZO,404;CJ 201 - SALA 01;ÁGUA BRANCA;SÃO PAULO;SP;5001000
11975;18.227.733/0001-29;PEMOM AUDITORES INDEPENDENTES LTDA.;ATIVO;2013-07-12;FILIAL RJ;RUA SÃO JOSÉ, 40;4º ANDAR - PARTE;CENTRO;RIO DE JANEIRO;RJ;20010020
7978;03.352.227/0001-94;PEPPE ASSOCIADOS -  CONSULTORES & AUDITORES INDEPENDENTES;ATIVO;1999-09-08;SEDE;RUA SÔNIA RIBEIRO;N° 202;BROOKLIN NOVO;SÃO PAULO;SP;4621010
9865;01.681.852/0001-54;PERFECTUM AUDITORIA INDEPENDENTE S/S;ATIVO;2003-08-05;SEDE;RUA APPEL 754;CASA;NOSSA SRA DE FATIMA;SANTA MARIA;RS;97015030
2704;29.184.207/0001-45;PGBR RJ AUDITORES INDEPENDENTES;ATIVO;1985-10-14;SEDE;RUA MÉXICO, 11;802;CENTRO;RIO DE JANEIRO;RJ;20031144
3336;60.881.356/0001-03;PGBR RODYO'S AUDITORES INDEPENDENTES S.S.;ATIVO;1978-11-01;SEDE;AVENIDA BRIGADEIRO FARIA LIMA,;3144 - 3º ANDAR;ITAIM BIBI;SÃO PAULO;SP;1451000
13226;42.669.988/0001-26;PGS AUDITORES INDEPENDENTES INDEPENDENTES;ATIVO;2022-08-04;SEDE;RUA PADRE MACHADO;CONJUNTO 14;SAUDE;SÃO PAULO;SP;4128000
11096;10.292.352/0001-11;PHF - AUDITORES INDEPENDENTES S/S;ATIVO;2008-12-01;SEDE;RUA ONDINA;Nº 75 - SL.601,602;PINA;RECIFE;PE;51011180
11096;10.292.352/0001-11;PHF - AUDITORES INDEPENDENTES S/S;ATIVO;2008-12-01;FILIAL BELO HORIZONTE;RUA RODRIGUES CALDAS, 726;SL. 1204;STO. AGOSTINHO;BELO HORIZONTE;MG;3090120
13234;44.672.168/0001-19;PITMEN AUDITORES INDEPENDENTES S.S.;ATIVO;2022-08-17;SEDE;RUA DO RUSSEL 804;4º ANDAR;GLÓRIA;RIO DE JANEIRO;RJ;22210907
12254;10.924.241/0001-80;PKF AFFIANCE BRAZIL AUDITORES INDEPENDENTES;ATIVO;2014-12-08;SEDE;ALAMEDA SANTOS;Nº 2326 - 13 ANDAR;CERQUEIRA CÉSAR;SÃO PAULO;SP;1418200
12254;10.924.241/0001-80;PKF AFFIANCE BRAZIL AUDITORES INDEPENDENTES;ATIVO;2014-12-08;FILIAL 01;RUA THOMAS EDSON, 2203;SALA 04;HORTO;TERESINA;PI;64052770
12254;10.924.241/0001-80;PKF AFFIANCE BRAZIL AUDITORES INDEPENDENTES;ATIVO;2014-12-08;FILIAL RIO DE JANEIRO;RUA MÉXICO, 148;SL. 1102;CENTRO;RIO DE JANEIRO;RJ;20031906
11398;58.799.685/0001-68;PLANNERS AUDITORES INDEPENDENTES;ATIVO;2010-01-07;SEDE;AV BRIGADEIRO LUÍS ANTÔNIO, 2393;5º ANDAR - SL. 52;JARDIM PAULISTA;SÃO PAULO;SP;1401000
11703;03.243.327/0001-82;POLEZA AUDITORES INDEPENDENTES SS;ATIVO;2012-01-18;SEDE;RUA SÃO PAULO, 910 - ED. SMART TOWER;6º ANDAR - SL. 617;BUCAREIN;JOINVILLE;SC;89202257
6092;67.643.825/0001-03;PP&C AUDITORES INDEPENDENTES S/S;ATIVO;1994-09-08;SEDE;ALAMEDA SANTOS, 1940 - 1º ANDA;CJ 11 - SL 01;CERQUEIRA CESAR;SÃO PAULO;SP;1418002
6092;67.643.825/0001-03;PP&C AUDITORES INDEPENDENTES S/S;ATIVO;1994-09-08;FILIAL RIO DE JANEIRO;RUA SÃO JOSÉ, 20;8º AND. / SL. 801;CENTRO;RIO DE JANEIRO;RJ;20010020
11630;37.465.705/0001-94;PRADO, SUZUKI & ASSOCIADOS S/S;ATIVO;2011-10-04;SEDE;RUA DES. JOSÉ BARROS DO VALE;Nº 03;DUQUE DE CAXIAS;CUIABÁ;MT;78043292
10588;07.796.259/0001-30;PREMIUMBRAVO AUDITORES INDEPENDENTES;ATIVO;2006-08-31;SEDE;AV. FLAMBOYANTS DA PENÍNSULA;100-BL 3-SLS 201/7;BARRA DA TIJUCA;RIO DE JANEIRO;RJ;22776070
2879;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;ATIVO;1978-11-01;SEDE;AV. BRIGADEIRO FARIA LIMA, 3732 - ED. ADALMIRO DELLAPE BAPTISTA  B32 -;16º ANDAR - PARTES 1 A 6;ITAIM BIBI;SÃO PAULO;SP;4538132
2879;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;ATIVO;1978-11-01;FILIAL SP;AV. MARCOS PENTEADO DE ULHÔA RODRIGUES, 939 - CJ. 1201 - 12º ANDAR - PARTE 1 - ED. JATOBÁ;COND CASTELO BRANCO OFFICE PARK;TAMBORÉ;BARUERI;SP;6460040
2879;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;ATIVO;1978-11-01;FILIAL DF;SHS - QD. 06 - CJ. A - BL. C;SALAS 801/811;;BRASÍLIA;DF;70322915
2879;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;ATIVO;1978-11-01;FILIAL MG;R. DOS INCONFIDENTES, 911 - 17º ANDAR / CJS. 1701-2;18º AND / CJ. 1801;SAVASSI;BELO HORIZONTE;MG;30140120
2879;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;ATIVO;1978-11-01;FILIAL RS;RUA MOSTARDEIRO, 800;8 E 9 AND;MOINHO DE VENTOS;PORTO ALEGRE;RS;90430000
2879;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;ATIVO;1978-11-01;FILIAL PR;ALAMEDA DR. CARLOS DE CARVALHO, 417 - ED. CURITIBA TRADE OFFICE BUILDING - CJS. 1001, 1002,;1104, 1701 E 1702;CENTRO;CURITIBA;PR;80410180
2879;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;ATIVO;1978-11-01;FILIAL BA;AV. TANCREDO NEVES, 2539 - 22º ANDAR - SLS. 2201-2 / 2204-5 / 2207-9 / 2211-16;ED CEO SALVADOR SH;CAMINHO DAS ÁRVORES;SALVADOR;BA;41820021
2879;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;ATIVO;1978-11-01;FILIAL GO;AV 136 LT 32/36/1/5 SL. A-1005;PRU WALL STREET;COND NEW YORK SQUARE;GOIÂNIA;GO;74093250
2879;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;ATIVO;1978-11-01;FILIAL CAMPINAS;R. JOSÉ PIRES NETO, 314 - PIAZZA AFFARI EMPRESARIAL - CJS. 81, 92 (PARTE);E 102;CAMBUI;CAMPINAS;SP;13025170
2879;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;ATIVO;1978-11-01;FILIAL RIBEIRÃO PRETO;AV. ANTONIO DIEDERICHSEN, 400 - 21º ANDAR - CJS. 2101/6/9/10  E;COBERTURA 2201;JD. AMÉRICA;RIBEIRÃO PRETO;SP;14020250
2879;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;ATIVO;1978-11-01;FILIAL PR 02;AV. PEDRO TAQUES;294;ZONA 10;MARINGÁ;PR;87030000
2879;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;ATIVO;1978-11-01;FILIAL FLORIANÓPOLIS;AV. RIO BRANCO, 847;SLS. 401/3 E 409;CENTRO;FLORIANÓPOLIS;SC;88015205
2879;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;ATIVO;1978-11-01;FILIAL FORTALEZA;AV. DESEMBARGADOR MOREIRA, 1300 - BS DESIGN CORPORATE TOWERS - TORRE NORTE;SL. 1513;ALDEOTA;FORTALEZA;CE;60170002
2879;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;ATIVO;1978-11-01;FILIAL RECIFE;RUA PADRE CARAPUCEIRO, 910 - 21º ANDAR - ED. EMP. ACÁCIO GIL BORSOI;SALA 2101 PARTE;BOA VIAGEM;RECIFE;PE;51020280
2879;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;ATIVO;1978-11-01;FILIAL SÃO JOSÉ DOS CAMPOS;RUA CARLOS MARIA AURICCHIO, 70 - COND COSTA NORTE OFFICES ROYAL PARK - 14º ANDAR - SLS. 1401/3/4/6/7;1409 E 14012;ROYAL PARK;SÃO JOSÉ DOS CAMPOS;SP;12246876
2879;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;ATIVO;1978-11-01;FILIAL RIO DE JANEIRO;RUA DO RUSSEL, 804 - 7º ANDAR - SL. 701;ED. MANCHETE;GLÓRIA;RIO DE JANEIRO;RJ;22210907
10286;07.033.317/0001-73;PRIME AUDITORES INDEPENDENTES S/S - EPP;ATIVO;2005-05-18;SEDE;RUA TURIASSÚ;127 - 3º ANDAR - CJ. 32 E 33;PERDIZES;SÃO PAULO;SP;5005001
10286;07.033.317/0001-73;PRIME AUDITORES INDEPENDENTES S/S - EPP;ATIVO;2005-05-18;FILIAL GOIANIA;AVENIDA C-255, 370 QD 600;LT 01 SALA 306;SETOR NOVA SUIÇA;GOIÂNIA;GO;74280010
8907;04.102.908/0001-67;PROGRESS AUDITORES INDEPENDENTES;ATIVO;2001-02-05;SEDE;RUA CONCEIÇÃO, 233;11º ANDAR - SL1104;CENTRO;CAMPINAS;SP;13010050
8907;04.102.908/0001-67;PROGRESS AUDITORES INDEPENDENTES;ATIVO;2001-02-05;FILIAL SP;RUA DR ALFREDO DE CASTRO, 200 - ED TRADEMARK PAC;CJ 412 - PARTE;BARRA FUNDA;SÃO PAULO;SP;1155060
8680;02.924.087/0001-19;PROSPECTA AUDITORES ASSOCIADOS S/S;ATIVO;2000-07-28;SEDE;RUA REPÚBLICA ARGENTINA, 751;;PONTA AGUDA;BLUMENAU;SC;89050100
9458;04.404.879/0001-98;PSW BRASIL AUDITORES INDEPENDENTES;ATIVO;2002-09-09;SEDE;RUA FRANCISCO ROCHA;2026;BIGORRILHO;CURITIBA;PR;80710540
8559;01.591.859/0001-85;R & M AUDITORES INDEPENDENTES E CONSULTORES S/S;ATIVO;2000-05-18;SEDE;AV. CONSELHEIRO FURTADO, 2391;GRUPO 109/705;CREMAÇÃO;BELÉM;PA;66040100
8460;38.725.438/0001-00;R&R AUDITORIA E CONSULTORIA - EPP;ATIVO;2000-04-03;SEDE;AVENIDA DO CONTORNO, 6437;SALA 601;SÃO PEDRO;BELO HORIZONTE;MG;30110039
13110;28.798.390/0001-06;R4 AUDITORIA INDEPENDENTE S/S - ME;ATIVO;2021-07-16;SEDE;RUA ANFILÓFIO DE CARVALHO, 29;SL 917 E 918;CENTRO;RIO DE JANEIRO;RJ;20030901
6700;32.646.846/0001-90;RAAC AUDITORES E CONSULTORES INDEPENDENTES SOCIEDADE SIMPLES;ATIVO;1997-01-16;SEDE;AV LUÍS VIANA, 6462 - ED. WALL STREET;SALAS 127 / 128;PARALELA;SALVADOR;BA;41730101
9733;05.465.151/0001-39;RAMIRES & CIA - AUDITORES  INDEPENDENTES  SOCIEDADE SIMPLES;ATIVO;2003-06-04;SEDE;AV. ASSIS BRASIL, 3316;SALA 705;CRISTO REDENTOR;PORTO ALEGRE;RS;91010003
10596;03.337.066/0001-60;REFERENCIAL AUDITORES E CONSULTORES S/S;ATIVO;2006-09-01;SEDE;RUA DAS NINFAS;Nº 262 - 1º ANDAR;BOA VISTA;RECIFE;PE;50070085
10596;03.337.066/0001-60;REFERENCIAL AUDITORES E CONSULTORES S/S;ATIVO;2006-09-01;FILIAL RIO DE JANEIRO;RUA TEÓFILO OTONI, 52;SALA 704;CENTRO;RIO DE JANEIRO;RJ;20090070
8982;02.510.250/0001-05;REIS CONSULTORIA, AUDITORIA AUDITORES INDEPENDENTES;ATIVO;2001-04-11;SEDE;RUA SENADOR DANTAS;Nº 71 - SALA 701;CENTRO;RIO DE JANEIRO;RJ;20031202
12041;18.393.898/0001-70;RENGI TREVOR AUDITORES INDEPENDENTES SOCIEDADE SIMPLES;ATIVO;2014-01-23;SEDE;AV. DR. CHUCRI ZAIDAN, 1550;CONJ317 - 3º ANDAR;VILA SÃO FRANCISCO;SÃO PAULO;SP;4711130
9792;05.341.241/0001-18;RICARTE AUDITORES INDEPENDENTES S/S;ATIVO;2003-07-10;SEDE;RUA VEREADOR JOÃO CALAZANS;Nº 98 - SALA 02;PRAIA 13 DE JULHO;ARACAJU;SE;49020030
12793;25.026.445/0001-71;RIOS & VIANA AUDITORES INDEPENDENTES S/S;ATIVO;2018-05-21;SEDE;AVENIDA PAULISTA, 1765;7º ANDAR - CJ. 72;BELA VISTA;SÃO PAULO;SP;1311200
10529;64.039.860/0001-11;RM AUDITORIA CONTÁBIL - SOCIEDADE SIMPLES;ATIVO;2006-04-03;SEDE;AV. ANA COSTA, 258;CONJ. 41;CAMPO GRANDE;SANTOS;SP;11060000
12580;24.844.770/0001-89;RNC - RIO NOVO AUDITORES INDEPENDENTES S/S;ATIVO;2016-06-23;SEDE;RUA ENXOVIA, 472, 15º ANDAR;CONJ 1505;VILA SÃO FRANCISCO;SÃO PAULO;SP;4711030
11142;07.679.313/0001-67;RÖDL & PARTNER AUDITORES INDEPENDENTES;ATIVO;2009-01-22;SEDE;RUA VERBO DIVINO, 1488;3º AND. - SL. 31-A;CHÁCARA STO ANTONIO (ZONA SUL);SÃO PAULO;SP;4719002
11142;07.679.313/0001-67;RÖDL & PARTNER AUDITORES INDEPENDENTES;ATIVO;2009-01-22;FILIAL CAMPINAS;AV. ROCHA BOMFIM, 214 - COND PRAÇA CAPITAL - BLOCO C FRANKFURT;SLS 129/130;CENTER STA GENEBRA;CAMPINAS;SP;13080650
11142;07.679.313/0001-67;RÖDL & PARTNER AUDITORES INDEPENDENTES;ATIVO;2009-01-22;FILIAL CURITIBA;ALAMEDA CARLOS DE CARVALHO, 555;SALA 72;CENTRO;CURITIBA;PR;80035040
7048;02.063.967/0001-48;ROKEMBACH + LAHM, VILLANOVA & CIA. AUDITORES;ATIVO;1998-02-18;SEDE;AV. CARLOS GOMES;Nº 328 - CJ. 401;BOA VISTA;PORTO ALEGRE;RS;90480000
7048;02.063.967/0001-48;ROKEMBACH + LAHM, VILLANOVA & CIA. AUDITORES;ATIVO;1998-02-18;FILIAL SÃO PAULO;ALAMEDA SANTOS, 1767;TÉRREO 1773;CERQUEIRA CÉSAR;SÃO PAULO;SP;1419100
13200;43.995.582/0001-04;RONSKOSKI AUDITORES INDEPENDENTES S/S;ATIVO;2022-05-31;SEDE;RUA BARÃO DO CERRO AZUL, 952;SL. 206;CENTRO;SÃO JOSÉ DOS PINHAIS;PR;83005430
9091;04.228.455/0001-10;ROSITO & FILOMENA AUDITORES INDEPENDENTES;ATIVO;2001-08-27;SEDE;RUA SÃO MANOEL, 1197;CJ 501;RIO BRANCO;PORTO ALEGRE;RS;90620110
11444;07.377.136/0001-64;RSM ACAL AUDITORES INDEPENDENTES S/S;ATIVO;2010-08-25;SEDE;RUA TEIXEIRA DE FREITAS, 31 - ED. CENTRO EMPRESARIAL ARCOS DA LAPA;SL. 1201 PARTE;CENTRO;RIO DE JANEIRO;RJ;20021350
11444;07.377.136/0001-64;RSM ACAL AUDITORES INDEPENDENTES S/S;ATIVO;2010-08-25;FILIAL CURITIBA;RUA HEITOR STOCKLER DE FRANÇA, 396 - SALAS 1401, 1411 E 1412;ED. NEO BUSINESS;CENTRO CÍVICO;CURITIBA;PR;80030030
11878;16.549.480/0001-84;RSM BRASIL AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES;ATIVO;2012-08-16;SEDE;AV. MARQUÊS DE SÃO VICENTE, 182;2º AND. / CJ. 23;VÁRZEA DA BARRA FUNDA;SÃO PAULO;SP;1139000
11878;16.549.480/0001-84;RSM BRASIL AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES;ATIVO;2012-08-16;FILIAL SALVADOR;AV. TANCREDO NEVES, 2.539 - ED. CEO SALVADOR SHOPPING - TORRE LONDRES;25º ANDAR;CAMINHO DAS ÁRVORES;SALVADOR;BA;41820021
11878;16.549.480/0001-84;RSM BRASIL AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES;ATIVO;2012-08-16;FILIAL BELO HORIZONTE;RUA RIO GRANDE DO NORTE, 1436;7º ANDAR;FUNCIONÁRIOS;BELO HORIZONTE;MG;30130138
11592;13.098.174/0001-80;RUSSELL BEDFORD GM AUDITORES INDEPENDENTES S/S;ATIVO;2011-07-29;SEDE;ALAMEDA RIO NEGRO, 1030 - COND. STADIUM - ALPHAVILLE CENTRO IND E EMPRESARIAL;ESCRITÓRIO 206;ALPHAVILLE;BARUERI;SP;6454000
5010;35.330.125/0001-64;SÁ LEITÃO AUDITORES S/S;ATIVO;1990-11-21;SEDE;RUA GENERAL JOAQUIM INÁCIO, 790 - EMPRESARIAL SÁ LEITÃO;9º ANDAR / SL. 901;PAISSANDU;RECIFE;PE;50070495
6017;74.006.719/0001-76;SACHO - AUDITORES INDEPENDENTES;ATIVO;1994-04-14;SEDE;RUA REDENCAO 66;;CHACARA TATUAPE;SÃO PAULO;SP;3060010
4359;16.188.609/0001-76;SANTANA & SOUSA AUDITORES INDEPENDENTES;ATIVO;1988-08-09;SEDE;AV TANCREDO NEVES , 1222 S/105;EDF CATABAS TOWER;CAMINHO DAS ARVORES;SALVADOR;BA;41820020
12106;19.204.243/0001-70;SAPPIA AUDITORES E CONSULTORES;ATIVO;2014-04-24;SEDE;RUA FORTALEZA, 76;SALA 06;SAGUAÇU;JOINVILLE;SC;89221650
12106;19.204.243/0001-70;SAPPIA AUDITORES E CONSULTORES;ATIVO;2014-04-24;FILIAL RS;RUA HEITOR MAZZINI, 863 - SL. 01;ED. ARPOADOR;CENTRO;GARIBALDI;RS;95720000
10880;09.253.880/0001-82;SAX AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES - ME;ATIVO;2008-03-05;SEDE;RUA CEL. ABÍLIO SOARES, 261;SL. 71 / CJ. 01;CENTRO;SANTO ANDRÉ;SP;9020260
11541;12.360.506/0001-90;SCHENFELDER SALGUEIRO TOMAZINI AUDITORES ASSOCIADOS S/S;ATIVO;2011-01-26;SEDE;AVENIDA MIGUEL SUTIL Nº 8388;EDIFICIO AVANT GARDE  SALA 409;SANTA ROSA;CUIABÁ;MT;78040365
3964;90.987.942/0001-06;SCHIMITT AUDITORES S/S;ATIVO;1987-01-06;SEDE;AV. BENTO GONÇALVES, 1757;SL. 203,301 E 302;PARTENON;PORTO ALEGRE;RS;90650002
5487;81.140.576/0001-56;SELECTA AUDITORES INDEPENDENTES S/S;ATIVO;1992-05-11;SEDE;RUA DOUTOR JOÃO COLIN;Nº 1285 - SALA 03;AMÉRICA;JOINVILLE;SC;89204001
10731;03.156.926/0001-69;SÊNIOR AUDITORES INDEPENDENTES S/S;ATIVO;2007-05-25;SEDE;RUA ARTHUR THOMAS, 576;SALA 402-A;CENTRO - ZONA 1;MARINGÁ;PR;87013250
7307;62.641.535/0001-07;SENSO AUDITORES INDEPENDENTES;ATIVO;1998-10-21;SEDE;AV DIVINO SALVADOR 646;;INDIANÓPOLIS;SÃO PAULO;SP;4078012
11550;12.110.347/0001-76;SÉRGIO STAHN AUDITORES INDEPENDENTES S/S;ATIVO;2011-01-31;SEDE;RUA INAMBU;Nº 496 - SL. 03;COSTA E SILVA;JOINVILLE;SC;89220001
8796;01.710.008/0001-04;SESE AUDITORES S/C;SUSPENSO(A) - DECISÃO ADM;2018-12-18;SEDE;AV. TREZE DE MAIO, 47;SL. 1113 (PARTE);CENTRO;RIO DE JANEIRO;RJ;20031921
12203;11.948.133/0001-00;SGA AUDITORES INDEPENDENTES;ATIVO;2014-10-13;SEDE;RUA TIJUCO PRETO, 393;CONJUNTO 94;TATUAPÉ;SÃO PAULO;SP;3316000
9253;02.398.578/0001-73;SGS AUDITORES INDEPENDENTES;ATIVO;2002-03-07;SEDE;AV QUEIROZ FILHO, 1700, 6º AND;SUNNY TOWER SL 608;ALTO DE PINHEIROS;SÃO PAULO;SP;5625160
2356;50.332.527/0001-91;SICON AUDITORES INDEPENDENTES;ATIVO;1984-05-16;SEDE;R MARQUES DE ITU 70;1ª ANDAR;VILA BUARQUE;SÃO PAULO;SP;1223000
9237;71.753.164/0001-38;SIMIONATO AUDITORES INDEPENDENTES;ATIVO;2002-01-22;SEDE;RUA RAFAEL ANDRADE DUARTE;Nº 232;NOVA CAMPINAS;CAMPINAS;SP;13092180
11746;72.557.549/0001-92;SIQUEIRA & ASSOCIADOS AUDITORES INDEPENDENTES;ATIVO;2012-02-29;SEDE;RUA DA GLÓRIA;Nº 314 CONJ. 22;CENTRO CÍVICO;CURITIBA;PR;80030060
2011;07.326.762/0001-21;SISTEMA AUDITORES INDEPENDENTES;ATIVO;1984-01-17;SEDE;AV DOM LUIS 500 15.AND SL 1515;;ALDEOTA;FORTALEZA;CE;60160230
8869;01.350.715/0001-37;SR - AUDITORES E CONSULTORES S/S;ATIVO;2001-01-18;SEDE;RUA DOUTOR BOLIVAR DE ABREU;45;BENTO FERREIRA;VITÓRIA;ES;29050685
11517;07.791.963/0001-08;STAFF AUDITORIA & ASSESSORIA;ATIVO;2010-12-08;SEDE;RUA PROENÇA, 600;SL.02;BOSQUE;CAMPINAS;SP;13026120
4499;79.366.092/0001-88;STEINBACH & AUDITORES ASSOCIADOS;ATIVO;1989-02-22;SEDE;RUA AMADEU DA LUZ, 100;SALA 401;CENTRO;BLUMENAU;SC;89010160
7463;01.420.601/0001-16;TAG AUDITORIA E CONSULTORIA EMPRESARIAL S/S;ATIVO;1999-02-22;SEDE;PRAÇA TIRADENTES, 10;SL. 402;CENTRO;RIO DE JANEIRO;RJ;20060070
